step,train_loss,epoch,val_loss,tst_loss
1,63207.50390625,0,,
3,51190.8359375,0,,
5,47631.296875,0,,
7,49127.25,0,,
9,32489.67578125,0,,
11,33461.3359375,0,,
13,33108.24609375,0,,
15,29547.208984375,0,,
17,28780.419921875,0,,
19,29340.9765625,0,,
21,26880.71875,0,,
23,25069.431640625,0,,
25,29207.962890625,0,,
27,25042.220703125,0,,
29,25610.87109375,0,,
31,26453.95703125,0,,
33,26749.9921875,0,,
35,26049.12890625,0,,
37,23570.056640625,0,,
39,23553.6796875,0,,
41,24844.27734375,0,,
43,23447.326171875,0,,
45,25085.96484375,0,,
47,22766.439453125,0,,
49,22540.265625,0,,
51,24515.759765625,0,,
53,25678.884765625,0,,
55,21632.546875,0,,
57,22100.453125,0,,
59,20170.603515625,0,,
61,20668.744140625,0,,
63,21502.17578125,0,,
65,21844.517578125,0,,
67,20843.345703125,0,,
69,20806.58984375,0,,
71,23485.638671875,0,,
73,20116.048828125,0,,
75,24480.740234375,0,,
77,23158.197265625,0,,
79,25009.326171875,0,,
81,23643.51953125,0,,
83,20261.46484375,0,,
85,23570.40625,0,,
87,21894.494140625,0,,
89,26651.333984375,0,,
91,24391.7734375,0,,
93,19511.564453125,0,,
95,21237.984375,0,,
97,20446.322265625,0,,
99,22049.546875,0,,
101,19960.765625,0,,
103,24105.24609375,0,,
105,21665.048828125,0,,
107,20606.49609375,0,,
109,20850.984375,0,,
111,20977.630859375,0,,
113,24720.78125,0,,
115,19192.4453125,0,,
117,20164.076171875,0,,
119,21198.123046875,0,,
121,22141.515625,0,,
123,20675.875,0,,
125,19729.046875,0,,
127,19643.859375,0,,
129,24527.80078125,0,,
131,20055.64453125,0,,
133,22234.802734375,0,,
135,19976.103515625,0,,
137,20114.67578125,0,,
139,19785.3984375,0,,
141,21005.5390625,0,,
143,20899.666015625,0,,
145,19027.3515625,0,,
147,19071.060546875,0,,
149,18769.640625,0,,
151,20790.05078125,0,,
153,22010.681640625,0,,
155,23505.044921875,0,,
157,22110.80078125,0,,
159,19281.7890625,0,,
161,21154.64453125,0,,
163,19315.484375,0,,
165,19437.501953125,0,,
167,20316.869140625,0,,
169,20078.51171875,0,,
171,20311.521484375,0,,
173,19349.017578125,0,,
175,20510.365234375,0,,
177,20932.4765625,0,,
179,20473.9921875,0,,
181,19713.87109375,0,,
