train_loss,epoch,step,val_loss
101018.671875,0,0,
78972.875,0,1,
58641.671875,0,2,
51909.6796875,0,3,
36986.2890625,0,4,
32966.05859375,0,5,
26556.94921875,0,6,
25907.939453125,0,7,
23013.294921875,0,8,
23125.23828125,0,9,
19169.86328125,0,10,
18445.44921875,0,11,
20915.599609375,0,12,
15283.564453125,0,13,
18859.109375,0,14,
13996.044921875,0,15,
17265.083984375,0,16,
15397.0908203125,0,17,
15302.857421875,0,18,
19359.16015625,0,19,
19875.70703125,0,20,
13068.4375,0,21,
13799.095703125,0,22,
15678.9873046875,0,23,
13699.44140625,0,24,
15317.1650390625,0,25,
14888.607421875,0,26,
13609.2197265625,0,27,
12707.7578125,0,28,
14851.076171875,0,29,
13327.353515625,0,30,
12894.9921875,0,31,
14607.421875,0,32,
12686.67578125,0,33,
13692.4931640625,0,34,
17796.076171875,0,35,
11206.4296875,0,36,
13035.5537109375,0,37,
13166.119140625,0,38,
11529.802734375,0,39,
13324.234375,0,40,
12156.958984375,0,41,
12308.1611328125,0,42,
11547.4482421875,0,43,
14258.92578125,0,44,
10996.537109375,0,45,
13591.6162109375,0,46,
9188.859375,0,47,
11232.509765625,0,48,
10767.740234375,0,49,
9551.2919921875,0,50,
9006.166015625,0,51,
10283.662109375,0,52,
11364.33984375,0,53,
12552.474609375,0,54,
9983.0390625,0,55,
12603.01953125,0,56,
16728.546875,0,57,
15228.6279296875,0,58,
9515.916015625,0,59,
10310.8916015625,0,60,
13800.12109375,0,61,
10316.4921875,0,62,
10400.654296875,0,63,
12256.0732421875,0,64,
13889.8154296875,0,65,
13093.88671875,0,66,
10231.470703125,0,67,
12053.74609375,0,68,
11844.796875,0,69,
11187.3671875,0,70,
11867.5224609375,0,71,
10015.552734375,0,72,
9929.15625,0,73,
11585.64453125,0,74,
13549.13671875,0,75,
9473.146484375,0,76,
9346.8564453125,0,77,
12898.083984375,0,78,
15985.599609375,0,79,
8927.076171875,0,80,
9773.064453125,0,81,
8963.1162109375,0,82,
13622.466796875,0,83,
10274.505859375,0,84,
11285.92578125,0,85,
9367.892578125,0,86,
10169.248046875,0,87,
10472.6962890625,0,88,
9175.6796875,0,89,
9533.763671875,0,90,
12061.1953125,0,91,
10403.6533203125,0,92,
8247.87890625,0,93,
8880.37109375,0,94,
8557.40234375,0,95,
12587.2509765625,0,96,
9413.587890625,0,97,
8877.1484375,0,98,
8297.703125,0,99,
11166.7939453125,0,100,
9681.75,0,101,
7972.50390625,0,102,
9713.58984375,0,103,
8493.921875,0,104,
11062.130859375,0,105,
7855.1748046875,0,106,
12102.181640625,0,107,
8402.185546875,0,108,
8318.4951171875,0,109,
8832.455078125,0,110,
9670.267578125,0,111,
9318.7919921875,0,112,
12705.966796875,0,113,
8605.28515625,0,114,
8329.2919921875,0,115,
7485.2080078125,0,116,
10834.181640625,0,117,
8566.615234375,0,118,
8909.078125,0,119,
8351.759765625,0,120,
8442.9658203125,0,121,
11541.7685546875,0,122,
8728.84765625,0,123,
9197.3974609375,0,124,
10546.8818359375,0,125,
9495.3203125,0,126,
8683.84765625,0,127,
10360.3359375,0,128,
9075.1123046875,0,129,
9351.67578125,0,130,
8997.669921875,0,131,
11787.515625,0,132,
9969.291015625,0,133,
8886.6083984375,0,134,
8947.96875,0,135,
7651.779296875,0,136,
9856.5595703125,0,137,
7173.01904296875,0,138,
8398.669921875,0,139,
9086.427734375,0,140,
8314.9931640625,0,141,
8775.27734375,0,142,
9630.900390625,0,143,
10969.2197265625,0,144,
10628.078125,0,145,
7917.56201171875,0,146,
9799.951171875,0,147,
9670.283203125,0,148,
9744.0625,0,149,
8857.552734375,0,150,
9524.248046875,0,151,
10179.083984375,0,152,
8544.0634765625,0,153,
11632.451171875,0,154,
9007.912109375,0,155,
8398.291015625,0,156,
8136.33203125,0,157,
8732.640625,0,158,
8965.0390625,0,159,
10132.0966796875,0,160,
10539.91015625,0,161,
7596.6201171875,0,162,
7736.8232421875,0,163,
8309.1328125,0,164,
13600.4296875,0,165,
9243.7900390625,0,166,
8099.4013671875,0,167,
10040.041015625,0,168,
8063.1240234375,0,169,
8148.0244140625,0,170,
6934.19140625,0,171,
9419.0419921875,0,172,
10023.4677734375,0,173,
8355.6953125,0,174,
8845.4287109375,0,175,
7151.279296875,0,176,
9997.634765625,0,177,
9391.205078125,0,178,
7409.2470703125,0,179,
7156.1015625,0,180,
7332.6796875,0,181,
8551.7685546875,0,182,
11365.017578125,0,183,
7332.2314453125,0,184,
8615.65234375,0,185,
8141.970703125,0,186,
8318.55078125,0,187,
10032.6748046875,0,188,
9109.94140625,0,189,
7921.97607421875,0,190,
9669.658203125,0,191,
6755.533203125,0,192,
8027.423828125,0,193,
5798.06396484375,0,194,
7116.15234375,0,195,
10729.1015625,0,196,
9689.521484375,0,197,
6969.06591796875,0,198,
8410.734375,0,199,
7433.140625,0,200,
7356.91259765625,0,201,
7860.7392578125,0,202,
6289.51513671875,0,203,
6142.5546875,0,204,
7002.70654296875,0,205,
7269.6328125,0,206,
6753.6328125,0,207,
9184.8310546875,0,208,
8034.43505859375,0,209,
6450.318359375,0,210,
7128.8515625,0,211,
6871.8671875,0,212,
7186.9951171875,0,213,
10453.05078125,0,214,
7403.015625,0,215,
9535.484375,0,216,
7832.337890625,0,217,
8197.2509765625,0,218,
8514.1337890625,0,219,
8424.8193359375,0,220,
8083.75439453125,0,221,
7645.47265625,0,222,
7622.84765625,0,223,
8523.74609375,0,224,
9229.97265625,0,225,
9000.53515625,0,226,
6522.7666015625,0,227,
6357.01123046875,0,228,
7622.0146484375,0,229,
6058.1787109375,0,230,
8627.4560546875,0,231,
6191.927734375,0,232,
6937.5751953125,0,233,
7172.75634765625,0,234,
9779.69140625,0,235,
,0,235,6993.935546875
7144.1201171875,1,236,
8032.57666015625,1,237,
7660.8984375,1,238,
7752.94384765625,1,239,
6797.9697265625,1,240,
7852.470703125,1,241,
6474.6298828125,1,242,
6521.185546875,1,243,
6701.83203125,1,244,
10480.720703125,1,245,
7207.20849609375,1,246,
8795.7529296875,1,247,
6398.2705078125,1,248,
8081.37255859375,1,249,
7303.4404296875,1,250,
6728.7333984375,1,251,
8011.1064453125,1,252,
6309.61865234375,1,253,
7607.68017578125,1,254,
7163.3154296875,1,255,
8282.61328125,1,256,
8249.1259765625,1,257,
7657.59375,1,258,
6320.06005859375,1,259,
6341.921875,1,260,
6508.4052734375,1,261,
7406.21630859375,1,262,
7128.37060546875,1,263,
5843.3486328125,1,264,
7104.767578125,1,265,
7780.57373046875,1,266,
8084.4892578125,1,267,
9236.6171875,1,268,
7326.560546875,1,269,
8666.998046875,1,270,
6941.52197265625,1,271,
7901.44775390625,1,272,
6355.2802734375,1,273,
6493.7060546875,1,274,
8072.83740234375,1,275,
5384.6044921875,1,276,
6600.1650390625,1,277,
5156.724609375,1,278,
9330.1123046875,1,279,
6485.173828125,1,280,
7004.36474609375,1,281,
8779.28125,1,282,
6079.72998046875,1,283,
7722.4267578125,1,284,
11361.42578125,1,285,
7207.1787109375,1,286,
7524.34716796875,1,287,
6319.0244140625,1,288,
6498.8486328125,1,289,
7401.27490234375,1,290,
6685.4501953125,1,291,
8162.484375,1,292,
5623.1806640625,1,293,
7431.0146484375,1,294,
6578.142578125,1,295,
6446.4619140625,1,296,
8644.974609375,1,297,
7899.90283203125,1,298,
7181.01806640625,1,299,
6370.63671875,1,300,
6375.560546875,1,301,
6985.8955078125,1,302,
7468.9873046875,1,303,
6669.4423828125,1,304,
6357.4609375,1,305,
6431.80859375,1,306,
7619.8623046875,1,307,
5637.193359375,1,308,
5375.18701171875,1,309,
7636.912109375,1,310,
6343.48046875,1,311,
7605.7392578125,1,312,
7205.216796875,1,313,
6332.1259765625,1,314,
6256.591796875,1,315,
7371.0048828125,1,316,
6692.90625,1,317,
6285.6083984375,1,318,
8563.9765625,1,319,
6415.3076171875,1,320,
6617.275390625,1,321,
5834.263671875,1,322,
6325.751953125,1,323,
5932.6728515625,1,324,
7656.55810546875,1,325,
5697.77197265625,1,326,
6142.744140625,1,327,
7356.806640625,1,328,
6202.0234375,1,329,
5640.9521484375,1,330,
7302.4619140625,1,331,
8668.9423828125,1,332,
7205.5244140625,1,333,
9105.130859375,1,334,
6793.5625,1,335,
6832.845703125,1,336,
6748.75439453125,1,337,
7612.91357421875,1,338,
6188.708984375,1,339,
7892.24755859375,1,340,
6404.822265625,1,341,
6818.98388671875,1,342,
5982.9560546875,1,343,
6432.34716796875,1,344,
6790.6318359375,1,345,
6350.228515625,1,346,
5741.9736328125,1,347,
7256.3466796875,1,348,
6859.50732421875,1,349,
6179.18359375,1,350,
6658.0400390625,1,351,
6824.6962890625,1,352,
7052.76171875,1,353,
6311.779296875,1,354,
6402.2275390625,1,355,
6860.2861328125,1,356,
5763.3857421875,1,357,
6200.32666015625,1,358,
7037.927734375,1,359,
7795.88427734375,1,360,
6366.49560546875,1,361,
6765.4296875,1,362,
6264.9755859375,1,363,
4771.0791015625,1,364,
5853.63720703125,1,365,
5777.09521484375,1,366,
6689.33349609375,1,367,
5933.548828125,1,368,
5569.05029296875,1,369,
9540.6982421875,1,370,
6502.8046875,1,371,
5317.9736328125,1,372,
6140.2216796875,1,373,
5924.85791015625,1,374,
6291.5986328125,1,375,
6249.701171875,1,376,
6210.5654296875,1,377,
6543.0625,1,378,
6884.00634765625,1,379,
5250.9833984375,1,380,
6471.685546875,1,381,
6237.544921875,1,382,
6629.0791015625,1,383,
5823.8427734375,1,384,
6913.2060546875,1,385,
5869.79931640625,1,386,
5968.60595703125,1,387,
6228.06982421875,1,388,
4914.8154296875,1,389,
5335.47265625,1,390,
5284.64404296875,1,391,
7334.451171875,1,392,
5115.705078125,1,393,
5435.5966796875,1,394,
6943.3349609375,1,395,
7861.26220703125,1,396,
6399.3056640625,1,397,
6184.0751953125,1,398,
6885.1396484375,1,399,
5835.46435546875,1,400,
9201.6328125,1,401,
6467.8310546875,1,402,
6119.47265625,1,403,
8299.8203125,1,404,
6953.388671875,1,405,
7148.8984375,1,406,
9296.2529296875,1,407,
7128.525390625,1,408,
7777.3310546875,1,409,
5619.51171875,1,410,
9107.861328125,1,411,
8003.1572265625,1,412,
6017.3232421875,1,413,
5623.3994140625,1,414,
5705.806640625,1,415,
6172.1376953125,1,416,
6677.18115234375,1,417,
11831.349609375,1,418,
6366.28125,1,419,
5547.8603515625,1,420,
5762.87109375,1,421,
6096.509765625,1,422,
5182.2958984375,1,423,
7908.9638671875,1,424,
6698.791015625,1,425,
5701.876953125,1,426,
6079.587890625,1,427,
6234.04052734375,1,428,
5266.59375,1,429,
5414.6669921875,1,430,
9405.5576171875,1,431,
6782.6826171875,1,432,
5959.0712890625,1,433,
5995.02587890625,1,434,
6493.83203125,1,435,
6999.01171875,1,436,
5841.54150390625,1,437,
7170.26953125,1,438,
6317.3310546875,1,439,
7289.60791015625,1,440,
5606.40478515625,1,441,
7821.07373046875,1,442,
4820.2373046875,1,443,
5944.25390625,1,444,
6963.22021484375,1,445,
6683.25634765625,1,446,
6524.494140625,1,447,
6281.1533203125,1,448,
5253.33349609375,1,449,
8470.333984375,1,450,
4295.48828125,1,451,
6529.466796875,1,452,
5892.751953125,1,453,
5378.005859375,1,454,
6285.2890625,1,455,
6421.6240234375,1,456,
5410.16357421875,1,457,
5549.56787109375,1,458,
