step,train_loss,epoch,val_loss,tst_loss
1,84035.5234375,0,,
3,65257.66015625,0,,
5,58766.859375,0,,
7,42923.90234375,0,,
9,36078.0234375,0,,
11,35154.890625,0,,
13,33273.7265625,0,,
15,34663.16796875,0,,
17,28637.95703125,0,,
19,25650.791015625,0,,
21,24157.474609375,0,,
23,26019.87890625,0,,
25,26083.703125,0,,
27,24682.83203125,0,,
29,21325.42578125,0,,
31,22885.724609375,0,,
33,27221.94921875,0,,
35,23403.15234375,0,,
37,21662.2109375,0,,
39,25071.71484375,0,,
41,23856.361328125,0,,
43,23476.6484375,0,,
45,21255.4140625,0,,
47,19535.6015625,0,,
49,21952.24609375,0,,
51,25554.724609375,0,,
53,21768.69140625,0,,
55,21154.3828125,0,,
57,24437.9375,0,,
59,21312.775390625,0,,
61,18118.234375,0,,
63,22528.09375,0,,
65,22551.314453125,0,,
67,24440.740234375,0,,
69,20889.88671875,0,,
71,22661.04296875,0,,
73,20738.599609375,0,,
75,18833.76171875,0,,
77,21184.6875,0,,
79,21080.63671875,0,,
81,21845.546875,0,,
83,23187.1875,0,,
85,21380.560546875,0,,
87,19994.1796875,0,,
89,27179.64453125,0,,
91,22083.3359375,0,,
93,19619.59765625,0,,
95,20850.646484375,0,,
97,23385.47265625,0,,
99,20690.33984375,0,,
101,20464.63671875,0,,
103,25084.58984375,0,,
105,17007.1953125,0,,
107,20536.90625,0,,
109,21584.86328125,0,,
111,20221.57421875,0,,
113,23985.287109375,0,,
115,21421.076171875,0,,
117,22764.1875,0,,
119,18573.6484375,0,,
121,19677.640625,0,,
123,21109.08203125,0,,
125,21177.619140625,0,,
127,17597.4296875,0,,
129,24419.0625,0,,
131,23168.0234375,0,,
133,20965.0546875,0,,
135,17598.55078125,0,,
137,17794.751953125,0,,
139,16224.5595703125,0,,
141,17580.462890625,0,,
143,20117.3984375,0,,
145,21659.3203125,0,,
147,20145.404296875,0,,
149,22059.91015625,0,,
151,23540.7421875,0,,
153,21599.0078125,0,,
155,21662.85546875,0,,
157,19416.26953125,0,,
159,21537.08984375,0,,
161,18877.0703125,0,,
163,20368.712890625,0,,
165,23829.34765625,0,,
167,17877.3203125,0,,
169,20750.140625,0,,
171,19287.89453125,0,,
173,24153.51953125,0,,
175,18417.90625,0,,
177,19337.17578125,0,,
179,30446.01171875,0,,
181,18173.58203125,0,,
183,20317.07421875,0,,
185,17943.251953125,0,,
187,16555.193359375,0,,
189,18139.71875,0,,
191,19225.484375,0,,
193,18115.66796875,0,,
195,18621.3125,0,,
197,18952.4140625,0,,
199,18178.83984375,0,,
201,18553.296875,0,,
203,17994.97265625,0,,
205,19095.962890625,0,,
207,19370.03515625,0,,
209,17294.623046875,0,,
211,19650.609375,0,,
213,18497.5703125,0,,
215,17070.1875,0,,
217,15867.275390625,0,,
219,19092.392578125,0,,
221,19056.80078125,0,,
223,18599.458984375,0,,
225,19322.1015625,0,,
227,22694.275390625,0,,
229,17379.08984375,0,,
231,17576.388671875,0,,
233,15871.2509765625,0,,
235,15887.7109375,0,,
237,22861.9609375,0,,
239,16413.68359375,0,,
241,17801.302734375,0,,
243,18913.1328125,0,,
245,16775.4296875,0,,
247,17747.52734375,0,,
249,14003.0849609375,0,,
251,17129.13671875,0,,
253,17317.44140625,0,,
255,18959.65234375,0,,
257,20209.193359375,0,,
259,21036.17578125,0,,
261,15090.2626953125,0,,
263,16467.5859375,0,,
265,21239.22265625,0,,
267,17686.595703125,0,,
269,17686.763671875,0,,
271,16200.962890625,0,,
273,22019.94140625,0,,
275,18074.82421875,0,,
277,17531.724609375,0,,
279,17031.193359375,0,,
281,18552.64453125,0,,
283,15765.537109375,0,,
285,16233.818359375,0,,
287,18448.341796875,0,,
289,14843.73046875,0,,
291,12048.08984375,0,,
293,17885.1171875,0,,
295,12944.822265625,0,,
297,12120.8203125,0,,
299,11056.47265625,0,,
301,11991.935546875,0,,
303,10522.8857421875,0,,
305,10655.4765625,0,,
307,10797.9375,0,,
309,10232.7646484375,0,,
311,11051.98828125,0,,
313,10798.873046875,0,,
315,11851.115234375,0,,
317,9716.802734375,0,,
319,11069.10546875,0,,
321,9618.87890625,0,,
323,10895.0634765625,0,,
325,11950.5341796875,0,,
327,10371.068359375,0,,
329,11913.26171875,0,,
331,10052.55859375,0,,
333,12558.4609375,0,,
335,9765.96484375,0,,
337,10729.3896484375,0,,
339,9172.0537109375,0,,
341,9764.4853515625,0,,
343,9204.62109375,0,,
345,10674.626953125,0,,
347,11074.0390625,0,,
349,9038.2060546875,0,,
351,9739.818359375,0,,
353,8905.65234375,0,,
355,8811.779296875,0,,
357,9083.623046875,0,,
359,10134.962890625,0,,
361,10159.1650390625,0,,
363,9725.15234375,0,,
365,9359.26171875,0,,
367,10009.8896484375,0,,
369,11073.9296875,0,,
371,9111.0244140625,0,,
373,10030.87109375,0,,
375,11769.958984375,0,,
377,9559.259765625,0,,
379,10723.8125,0,,
381,8774.0361328125,0,,
383,10044.36328125,0,,
385,9441.8505859375,0,,
386,,0,9187.1240234375,
387,11116.7001953125,1,,
389,10381.6357421875,1,,
391,9834.2685546875,1,,
393,11721.3984375,1,,
395,10080.15234375,1,,
397,10017.279296875,1,,
399,9915.296875,1,,
401,9593.4677734375,1,,
403,8999.2578125,1,,
405,8772.779296875,1,,
407,9268.0859375,1,,
409,10134.3837890625,1,,
411,11093.0205078125,1,,
413,9758.5712890625,1,,
415,8644.9658203125,1,,
417,8601.34765625,1,,
419,10100.162109375,1,,
421,8562.43359375,1,,
423,9457.365234375,1,,
425,9829.0576171875,1,,
427,9145.0537109375,1,,
429,8873.8046875,1,,
431,8819.9248046875,1,,
433,9854.787109375,1,,
435,8210.3974609375,1,,
437,9285.8984375,1,,
439,9369.0380859375,1,,
441,10108.2275390625,1,,
443,8413.857421875,1,,
445,8988.908203125,1,,
447,8689.779296875,1,,
449,8536.044921875,1,,
451,11934.21875,1,,
453,8472.671875,1,,
455,9746.9140625,1,,
457,10321.25,1,,
459,9030.123046875,1,,
461,9963.123046875,1,,
463,8657.92578125,1,,
465,8132.96435546875,1,,
467,8788.611328125,1,,
469,9079.4990234375,1,,
471,9596.29296875,1,,
473,8841.3671875,1,,
475,8092.6328125,1,,
477,8767.369140625,1,,
479,9686.15625,1,,
481,8119.642578125,1,,
483,9193.5380859375,1,,
485,10169.6982421875,1,,
487,8708.208984375,1,,
489,8715.0966796875,1,,
491,7702.6748046875,1,,
493,9408.646484375,1,,
495,7344.28955078125,1,,
497,6954.0322265625,1,,
499,9101.13671875,1,,
501,7872.056640625,1,,
503,8222.8740234375,1,,
505,8826.0830078125,1,,
507,7594.1220703125,1,,
509,7958.3369140625,1,,
511,9350.3642578125,1,,
513,10160.7529296875,1,,
515,9321.3623046875,1,,
517,13176.693359375,1,,
519,8015.228515625,1,,
521,7427.99951171875,1,,
523,8438.3984375,1,,
525,10042.251953125,1,,
527,8941.5126953125,1,,
529,9244.412109375,1,,
531,8112.60009765625,1,,
533,9515.5576171875,1,,
535,9988.6875,1,,
537,8784.00390625,1,,
539,8560.056640625,1,,
541,8253.9921875,1,,
543,7893.69873046875,1,,
545,9613.6552734375,1,,
547,8325.587890625,1,,
549,11119.841796875,1,,
551,9259.6201171875,1,,
553,8022.79931640625,1,,
555,8846.439453125,1,,
557,8812.4873046875,1,,
559,8392.1337890625,1,,
561,7857.34423828125,1,,
563,8067.05859375,1,,
565,8189.341796875,1,,
567,7171.171875,1,,
569,9295.384765625,1,,
571,8145.9462890625,1,,
573,7979.6455078125,1,,
575,9589.556640625,1,,
577,9037.888671875,1,,
579,8941.3115234375,1,,
581,9679.189453125,1,,
583,8340.7548828125,1,,
585,8587.373046875,1,,
587,8649.822265625,1,,
589,7308.98974609375,1,,
591,8225.513671875,1,,
593,8060.7880859375,1,,
595,7538.03515625,1,,
597,8613.625,1,,
599,9735.0517578125,1,,
601,9118.71875,1,,
603,7976.73681640625,1,,
605,8805.921875,1,,
