epoch,train_loss,step,val_loss
0,83730.2734375,1,
0,69551.7265625,3,
0,64247.3515625,5,
0,57655.30859375,7,
0,58943.015625,9,
0,51623.875,11,
0,58228.296875,13,
0,49593.1484375,15,
0,47727.296875,17,
0,36154.2734375,19,
0,33211.77734375,21,
0,32565.125,23,
0,32050.2890625,25,
0,31513.498046875,27,
0,30051.30859375,29,
0,31250.23046875,31,
0,27113.85546875,33,
0,28220.5390625,35,
0,24631.88671875,37,
0,26593.46875,39,
0,25497.7421875,41,
0,23183.16796875,43,
0,25588.146484375,45,
0,24609.224609375,47,
0,23116.73046875,49,
0,20374.69140625,51,
0,21811.16015625,53,
0,19876.94921875,55,
0,18655.646484375,57,
0,19512.736328125,59,
0,18219.4375,61,
0,17205.193359375,63,
0,17903.76171875,65,
0,13569.75390625,67,
0,20079.4140625,69,
0,17165.4375,71,
0,15558.32421875,73,
0,15892.0244140625,75,
0,14944.255859375,77,
0,19539.50390625,79,
0,15316.455078125,81,
0,18860.5078125,83,
0,17005.634765625,85,
0,15515.3583984375,87,
0,14258.59375,89,
0,15749.794921875,91,
0,19592.38671875,93,
0,15956.0986328125,95,
0,13562.5478515625,97,
0,14510.6083984375,99,
0,14528.7734375,101,
0,13004.611328125,103,
0,19174.6953125,105,
0,12728.009765625,107,
0,16360.2275390625,109,
0,15576.1015625,111,
0,14117.8232421875,113,
0,17057.794921875,115,
0,15285.65234375,117,
0,15885.80859375,119,
0,16507.78515625,121,
0,14386.09765625,123,
0,15353.70703125,125,
0,13111.73828125,127,
0,15525.7275390625,129,
0,16421.98828125,131,
0,13915.9384765625,133,
0,13228.13671875,135,
0,15797.1796875,137,
0,13362.19140625,139,
0,19527.05078125,141,
0,14925.2421875,143,
0,16911.4609375,145,
0,16225.6328125,147,
0,13404.8125,149,
0,18849.521484375,151,
0,13339.56640625,153,
0,15966.9365234375,155,
0,13876.720703125,157,
0,13214.724609375,159,
0,12560.380859375,161,
0,16184.076171875,163,
0,15763.8369140625,165,
0,13623.697265625,167,
0,12039.966796875,169,
0,16144.4609375,171,
0,13892.626953125,173,
0,15315.4052734375,175,
0,13643.51171875,177,
0,13375.857421875,179,
0,12368.23828125,181,
0,13969.9736328125,183,
0,15245.4306640625,185,
0,15361.0830078125,187,
0,11515.3681640625,189,
0,16020.4111328125,191,
0,12206.3984375,193,
0,10751.8828125,195,
0,16802.24609375,197,
0,14781.064453125,199,
0,12898.548828125,201,
0,10980.146484375,203,
0,12640.63671875,205,
0,11907.69921875,207,
0,16835.7421875,209,
0,15412.228515625,211,
0,13365.12109375,213,
0,12760.0126953125,215,
0,12954.638671875,217,
0,14437.125,219,
0,12389.78125,221,
0,13495.2421875,223,
0,13130.8388671875,225,
0,10477.416015625,227,
0,14657.138671875,229,
0,13542.251953125,231,
0,16822.416015625,233,
0,11721.55078125,235,
0,11691.92578125,237,
0,14325.576171875,239,
0,15116.2890625,241,
0,9919.658203125,243,
0,12308.685546875,245,
0,11502.990234375,247,
0,13406.6181640625,249,
0,12083.326171875,251,
0,10181.2626953125,253,
0,10550.8984375,255,
0,11047.326171875,257,
0,14185.228515625,259,
0,17786.48046875,261,
0,16112.462890625,263,
0,11880.259765625,265,
0,13015.1416015625,267,
0,10344.6982421875,269,
0,11063.02734375,271,
0,15238.7314453125,273,
0,12047.7177734375,275,
0,13291.439453125,277,
0,16460.45703125,279,
0,15450.255859375,281,
0,11308.4072265625,283,
0,12713.111328125,285,
0,15000.0439453125,287,
0,10082.212890625,289,
0,10947.50390625,291,
0,14912.27734375,293,
0,14070.7998046875,295,
0,11609.5625,297,
0,9854.078125,299,
0,13162.4482421875,301,
0,10368.1240234375,303,
0,14977.525390625,305,
0,11280.189453125,307,
0,11187.689453125,309,
0,9503.4013671875,311,
0,13732.0830078125,313,
0,13318.47265625,315,
0,10610.3642578125,317,
0,10224.4853515625,319,
0,15506.96484375,321,
0,10300.44921875,323,
0,12788.8349609375,325,
0,10193.927734375,327,
0,10933.607421875,329,
0,13416.263671875,331,
0,9986.900390625,333,
0,11328.6611328125,335,
0,14976.103515625,337,
0,11965.30859375,339,
0,14313.12890625,341,
0,14507.662109375,343,
0,13925.01171875,345,
0,11838.98828125,347,
0,10286.5185546875,349,
0,11204.607421875,351,
