epoch,train_loss,step,val_loss
0,73503.0390625,1,
0,52482.71875,3,
0,39574.3828125,5,
0,34270.921875,7,
0,27842.09765625,9,
0,25837.619140625,11,
0,25597.5234375,13,
0,22810.46484375,15,
0,20811.71875,17,
0,20856.2578125,19,
0,20397.810546875,21,
0,23013.078125,23,
0,18955.162109375,25,
0,19173.98046875,27,
0,18335.51171875,29,
0,17056.84375,31,
0,15147.62890625,33,
0,16351.044921875,35,
0,17963.77734375,37,
0,17471.99609375,39,
0,16458.59765625,41,
0,16670.654296875,43,
0,15587.89453125,45,
0,16098.1806640625,47,
0,16154.033203125,49,
0,15035.6875,51,
0,14245.8603515625,53,
0,15353.443359375,55,
0,17096.859375,57,
0,17938.83984375,59,
0,14759.6640625,61,
0,14034.857421875,63,
0,16366.890625,65,
0,13582.27734375,67,
0,14401.55859375,69,
0,14674.6767578125,71,
0,17972.603515625,73,
0,17574.73046875,75,
0,16088.947265625,77,
0,15166.1328125,79,
0,16199.5546875,81,
0,15557.8505859375,83,
0,14917.529296875,85,
0,14778.2822265625,87,
0,13732.98828125,89,
0,14229.8671875,91,
0,13284.7177734375,93,
0,13940.3271484375,95,
0,12459.841796875,97,
0,15788.7880859375,99,
0,12048.048828125,101,
0,12530.927734375,103,
0,14524.3916015625,105,
0,11592.560546875,107,
0,13166.3798828125,109,
0,12576.8876953125,111,
0,11037.45703125,113,
0,12499.1484375,115,
0,12895.177734375,117,
0,13155.0625,119,
0,12225.94140625,121,
0,11045.0615234375,123,
0,11592.8349609375,125,
0,9983.9609375,127,
0,13045.962890625,129,
0,14376.1396484375,131,
0,13611.046875,133,
0,11605.48046875,135,
0,11680.138671875,137,
0,11856.6962890625,139,
0,11020.0859375,141,
0,13241.5048828125,143,
0,11524.77734375,145,
0,10804.0185546875,147,
0,10093.4345703125,149,
0,9739.828125,151,
0,10115.7607421875,153,
0,9276.7744140625,155,
0,13096.3251953125,157,
0,9710.38671875,159,
0,10570.826171875,161,
0,10506.1220703125,163,
0,11146.513671875,165,
0,9439.8984375,167,
0,9971.078125,169,
0,12135.8583984375,171,
0,11801.4833984375,173,
0,10479.892578125,175,
0,9809.3251953125,177,
0,12971.890625,179,
0,10635.7509765625,181,
0,9772.7578125,183,
0,10435.6328125,185,
0,10197.2568359375,187,
0,11926.90625,189,
0,11322.8681640625,191,
0,,192,10537.216796875
1,10841.00390625,193,
1,11056.14453125,195,
1,11507.466796875,197,
1,10957.1611328125,199,
1,10019.318359375,201,
1,9619.591796875,203,
1,11918.958984375,205,
1,12354.541015625,207,
1,10277.400390625,209,
1,11534.3291015625,211,
1,11115.3193359375,213,
1,10705.22265625,215,
1,10579.89453125,217,
1,9961.00390625,219,
1,8895.314453125,221,
1,8397.734375,223,
1,12275.49609375,225,
1,8897.2119140625,227,
1,10173.5859375,229,
1,10486.109375,231,
1,10653.93359375,233,
1,10027.173828125,235,
1,9026.1162109375,237,
1,9326.4951171875,239,
1,9318.9453125,241,
1,9222.875,243,
1,10100.09765625,245,
1,9715.5927734375,247,
1,10135.3896484375,249,
1,11280.9921875,251,
1,10163.6328125,253,
1,10281.0849609375,255,
1,9608.451171875,257,
1,9737.728515625,259,
1,9636.0556640625,261,
1,10049.380859375,263,
1,8371.984375,265,
1,9582.62890625,267,
1,8935.876953125,269,
1,8014.12548828125,271,
1,9632.865234375,273,
1,9478.7607421875,275,
1,8054.8486328125,277,
1,10098.505859375,279,
1,8299.66015625,281,
1,10040.470703125,283,
1,8936.8212890625,285,
1,9915.580078125,287,
1,11247.3603515625,289,
1,9650.4130859375,291,
1,9209.017578125,293,
1,8914.27734375,295,
1,8709.931640625,297,
1,9596.634765625,299,
1,8264.0419921875,301,
1,9100.40625,303,
1,9262.05078125,305,
1,9786.08984375,307,
1,8908.72265625,309,
1,9066.322265625,311,
1,9317.638671875,313,
1,9646.81640625,315,
1,9474.275390625,317,
1,10637.5537109375,319,
1,9564.900390625,321,
1,8601.890625,323,
1,8984.19140625,325,
1,8981.28125,327,
1,7149.361328125,329,
1,9612.5595703125,331,
1,7694.8388671875,333,
1,10889.6640625,335,
1,9516.6005859375,337,
1,8347.9990234375,339,
1,7936.81591796875,341,
1,7934.482421875,343,
1,7717.7900390625,345,
1,11012.890625,347,
1,8687.98046875,349,
1,8304.13671875,351,
1,9116.0107421875,353,
1,8764.4931640625,355,
1,8145.57666015625,357,
1,8178.6923828125,359,
1,6589.5009765625,361,
1,10528.98828125,363,
