train_loss,epoch,step,val_loss
80212.578125,0,1,
59799.796875,0,3,
45062.8671875,0,5,
37159.56640625,0,7,
31743.2890625,0,9,
33409.4609375,0,11,
25250.26953125,0,13,
24908.3203125,0,15,
25326.37109375,0,17,
25008.908203125,0,19,
29591.33984375,0,21,
22937.4375,0,23,
22266.24609375,0,25,
27855.1171875,0,27,
21075.79296875,0,29,
26753.279296875,0,31,
22459.337890625,0,33,
22529.388671875,0,35,
23057.625,0,37,
18754.16796875,0,39,
24047.78515625,0,41,
19728.197265625,0,43,
27541.65234375,0,45,
26366.953125,0,47,
17798.853515625,0,49,
19424.3203125,0,51,
22621.65234375,0,53,
22830.23828125,0,55,
20433.26953125,0,57,
15962.66015625,0,59,
22433.68359375,0,61,
24367.455078125,0,63,
16385.78125,0,65,
23072.1875,0,67,
19376.015625,0,69,
19566.09375,0,71,
19479.091796875,0,73,
20819.861328125,0,75,
17974.478515625,0,77,
18498.71875,0,79,
20678.4140625,0,81,
18988.791015625,0,83,
16635.0390625,0,85,
19851.966796875,0,87,
18018.59765625,0,89,
15848.244140625,0,91,
25292.18359375,0,93,
18011.896484375,0,95,
22969.86328125,0,97,
17303.03515625,0,99,
23383.9765625,0,101,
20097.359375,0,103,
19312.11328125,0,105,
17330.853515625,0,107,
17049.15625,0,109,
21067.578125,0,111,
20220.5078125,0,113,
19283.712890625,0,115,
16231.6513671875,0,117,
18509.287109375,0,119,
21670.8203125,0,121,
18383.669921875,0,123,
21711.4296875,0,125,
14894.9296875,0,127,
15786.375,0,129,
22219.09375,0,131,
17386.580078125,0,133,
20241.814453125,0,135,
15529.509765625,0,137,
17904.693359375,0,139,
14688.28515625,0,141,
18475.388671875,0,143,
18317.765625,0,145,
25735.046875,0,147,
17832.9375,0,149,
17315.400390625,0,151,
16572.5390625,0,153,
14857.12109375,0,155,
16574.447265625,0,157,
16138.15234375,0,159,
20778.1953125,0,161,
14243.98828125,0,163,
23515.353515625,0,165,
14388.041015625,0,167,
25004.6875,0,169,
28232.73828125,0,171,
19305.8984375,0,173,
18186.93359375,0,175,
17310.5234375,0,177,
19805.8046875,0,179,
19854.7421875,0,181,
16353.265625,0,183,
18942.5,0,185,
19873.353515625,0,187,
17469.69921875,0,189,
22549.8828125,0,191,
17538.931640625,0,193,
17763.9140625,0,195,
16313.5908203125,0,197,
19235.625,0,199,
17902.798828125,0,201,
15395.9775390625,0,203,
23885.27734375,0,205,
20398.462890625,0,207,
17322.076171875,0,209,
17676.587890625,0,211,
16607.08203125,0,213,
14554.70703125,0,215,
15639.939453125,0,217,
23494.62890625,0,219,
17418.53125,0,221,
18041.23828125,0,223,
17877.119140625,0,225,
15406.4453125,0,227,
18751.35546875,0,229,
13108.666015625,0,231,
23298.125,0,233,
15306.501953125,0,235,
21789.37109375,0,237,
15526.15625,0,239,
15212.181640625,0,241,
14229.3154296875,0,243,
12263.484375,0,245,
13971.6337890625,0,247,
13043.3125,0,249,
13253.1669921875,0,251,
12654.44921875,0,253,
12106.84375,0,255,
9934.470703125,0,257,
12332.1494140625,0,259,
13958.24609375,0,261,
13255.4677734375,0,263,
14213.73046875,0,265,
10281.14453125,0,267,
12106.5634765625,0,269,
13000.26171875,0,271,
12392.3388671875,0,273,
10757.021484375,0,275,
12109.55859375,0,277,
10558.203125,0,279,
12555.796875,0,281,
10869.693359375,0,283,
13436.7373046875,0,285,
13338.626953125,0,287,
10360.3583984375,0,289,
12600.9150390625,0,291,
14660.478515625,0,293,
10773.974609375,0,295,
10749.408203125,0,297,
14446.791015625,0,299,
12606.005859375,0,301,
10886.9931640625,0,303,
13012.1171875,0,305,
10347.2265625,0,307,
9698.666015625,0,309,
11229.2421875,0,311,
10127.947265625,0,313,
9360.3671875,0,315,
12121.912109375,0,317,
9187.2275390625,0,319,
10252.35546875,0,321,
11352.927734375,0,323,
12341.453125,0,325,
11701.95703125,0,327,
12311.693359375,0,329,
11264.828125,0,331,
