step,train_loss,epoch,val_loss,tst_loss
1,91770.8203125,0,,
3,82826.8046875,0,,
5,90716.4375,0,,
7,86642.90625,0,,
9,80985.15625,0,,
11,78632.78125,0,,
13,80557.78125,0,,
15,73578.4609375,0,,
17,70084.5390625,0,,
19,74900.3046875,0,,
21,75211.9375,0,,
23,72329.109375,0,,
25,66800.78125,0,,
27,60427.546875,0,,
29,59225.015625,0,,
31,60334.25390625,0,,
33,59527.9921875,0,,
35,60000.1328125,0,,
37,50379.3046875,0,,
39,53614.46875,0,,
41,46758.8828125,0,,
43,48908.04296875,0,,
45,45210.83203125,0,,
47,43781.36328125,0,,
49,41913.8828125,0,,
51,42849.953125,0,,
53,40113.3828125,0,,
55,38528.265625,0,,
57,35842.4609375,0,,
59,33800.71875,0,,
61,33512.96875,0,,
63,33073.7421875,0,,
65,36808.15625,0,,
67,31469.4375,0,,
69,31429.74609375,0,,
71,32367.15234375,0,,
73,27935.64453125,0,,
75,32218.53125,0,,
77,30293.412109375,0,,
79,29715.634765625,0,,
81,28235.14453125,0,,
83,27180.927734375,0,,
85,28739.84375,0,,
87,26719.814453125,0,,
89,30415.619140625,0,,
91,28272.7578125,0,,
93,24876.90234375,0,,
95,26190.6484375,0,,
97,25813.46484375,0,,
99,25223.0546875,0,,
101,24243.26171875,0,,
103,27367.5,0,,
105,24673.20703125,0,,
107,23293.431640625,0,,
109,23568.05078125,0,,
111,23153.6328125,0,,
113,26422.57421875,0,,
115,22050.607421875,0,,
117,21967.380859375,0,,
119,22930.18359375,0,,
121,24673.9375,0,,
123,22739.876953125,0,,
125,22019.7734375,0,,
127,22119.76171875,0,,
129,24979.896484375,0,,
131,21587.345703125,0,,
133,23570.81640625,0,,
135,21273.41796875,0,,
137,21923.205078125,0,,
139,20990.58984375,0,,
141,21566.78515625,0,,
143,21990.078125,0,,
145,19633.068359375,0,,
147,19598.21484375,0,,
149,19624.203125,0,,
151,21990.388671875,0,,
153,22804.3125,0,,
155,24004.1171875,0,,
