epoch,train_loss,step,val_loss
0,82932.03125,1,
0,62323.40625,3,
0,55109.46484375,5,
0,46214.0078125,7,
0,38545.578125,9,
0,31174.54296875,11,
0,33758.3828125,13,
0,28333.923828125,15,
0,24733.779296875,17,
0,23067.40625,19,
0,20899.94921875,21,
0,19575.025390625,23,
0,21358.546875,25,
0,21174.01953125,27,
0,19794.81640625,29,
0,17443.46875,31,
0,20179.173828125,33,
0,17006.9765625,35,
0,17505.0234375,37,
0,17578.564453125,39,
0,21889.470703125,41,
0,20013.88671875,43,
0,16810.494140625,45,
0,19949.0,47,
0,19709.587890625,49,
0,18189.19140625,51,
0,19084.75,53,
0,16381.84765625,55,
0,14691.4091796875,57,
0,15828.98828125,59,
0,15670.607421875,61,
0,12568.2275390625,63,
0,16432.61328125,65,
0,11005.1162109375,67,
0,18249.5234375,69,
0,13004.625,71,
0,13006.01171875,73,
0,13915.748046875,75,
0,12992.4453125,77,
0,17461.203125,79,
0,13252.513671875,81,
0,17061.248046875,83,
0,14558.830078125,85,
0,13931.6962890625,87,
0,12649.3984375,89,
0,14085.03125,91,
0,17725.08203125,93,
0,14072.01171875,95,
0,12628.990234375,97,
0,12606.234375,99,
0,12820.3076171875,101,
0,11195.1494140625,103,
0,17915.40625,105,
0,11289.587890625,107,
0,14619.935546875,109,
0,14103.275390625,111,
0,12500.5087890625,113,
0,15029.775390625,115,
0,13635.412109375,117,
0,13918.19921875,119,
0,14462.693359375,121,
0,12670.771484375,123,
0,13960.2099609375,125,
0,10953.38671875,127,
0,13266.01171875,129,
0,14463.0048828125,131,
0,12070.5361328125,133,
0,10793.1689453125,135,
0,12967.40234375,137,
0,11886.5341796875,139,
0,17147.4609375,141,
0,12788.3671875,143,
0,15052.23046875,145,
0,14481.607421875,147,
0,11423.763671875,149,
0,17357.25390625,151,
0,11540.6630859375,153,
0,14026.609375,155,
0,11534.884765625,157,
0,11412.654296875,159,
0,10731.955078125,161,
0,13351.458984375,163,
0,13812.701171875,165,
0,11819.9873046875,167,
0,10459.125,169,
0,14162.400390625,171,
0,12050.033203125,173,
0,12738.9990234375,175,
0,11733.0810546875,177,
0,11185.23046875,179,
0,10211.779296875,181,
0,11531.52734375,183,
0,12591.0478515625,185,
0,13482.07421875,187,
0,9365.8134765625,189,
0,12962.609375,191,
0,10288.90234375,193,
0,9050.2578125,195,
0,13778.669921875,197,
0,12239.46484375,199,
0,10430.10546875,201,
0,10093.2802734375,203,
0,10641.806640625,205,
0,10316.8056640625,207,
0,14172.970703125,209,
0,12633.474609375,211,
0,11344.64453125,213,
0,10049.830078125,215,
0,10728.279296875,217,
0,11131.337890625,219,
0,10337.783203125,221,
0,10630.6123046875,223,
0,10584.43359375,225,
0,8001.93359375,227,
0,11773.1328125,229,
0,10351.1640625,231,
0,13138.47265625,233,
0,9339.095703125,235,
0,9117.5205078125,237,
0,10983.4951171875,239,
0,11626.6025390625,241,
0,8357.2646484375,243,
0,9691.98828125,245,
0,9399.4072265625,247,
0,10384.15234375,249,
0,8944.708984375,251,
0,8039.197265625,253,
0,8344.4775390625,255,
0,8236.197265625,257,
0,11534.1103515625,259,
0,13812.013671875,261,
0,12342.1875,263,
0,10202.31640625,265,
0,10034.20703125,267,
0,7991.10546875,269,
0,8285.73046875,271,
0,12035.576171875,273,
0,9547.97265625,275,
0,9867.599609375,277,
0,12797.818359375,279,
0,11616.55859375,281,
0,8690.623046875,283,
0,9870.7431640625,285,
0,11441.302734375,287,
0,7235.4365234375,289,
0,8172.48828125,291,
0,11349.21875,293,
0,10404.55859375,295,
0,8701.505859375,297,
0,7615.7099609375,299,
0,10212.0556640625,301,
0,7795.416015625,303,
0,10986.0224609375,305,
0,8126.3603515625,307,
0,8508.45703125,309,
0,7320.5771484375,311,
0,10274.8955078125,313,
0,9561.044921875,315,
0,8187.7353515625,317,
0,8057.7958984375,319,
0,11368.8935546875,321,
0,8651.583984375,323,
0,9346.130859375,325,
0,7603.4375,327,
0,8867.390625,329,
0,9561.4755859375,331,
0,7369.15673828125,333,
0,8413.21875,335,
0,11035.1767578125,337,
0,9023.833984375,339,
0,10014.6201171875,341,
0,10494.5927734375,343,
0,9870.681640625,345,
0,8922.5478515625,347,
0,7722.3134765625,349,
0,8989.8515625,351,
0,8524.4619140625,353,
0,8956.55859375,355,
0,8823.9375,357,
