step,train_loss,epoch,val_loss,tst_loss
1,91895.65625,0,,
3,75701.78125,0,,
5,74999.28125,0,,
7,58850.9375,0,,
9,53458.85546875,0,,
11,54063.1875,0,,
13,47499.83203125,0,,
15,48059.90625,0,,
17,36515.3984375,0,,
19,30728.625,0,,
21,28171.625,0,,
23,29795.2734375,0,,
25,29000.26171875,0,,
27,27011.19921875,0,,
29,23664.966796875,0,,
31,24711.296875,0,,
33,28673.15625,0,,
35,24988.58984375,0,,
37,22688.046875,0,,
39,25878.78125,0,,
41,24555.9296875,0,,
43,24131.12109375,0,,
45,21559.52734375,0,,
47,20046.7578125,0,,
49,22049.38671875,0,,
51,25865.5703125,0,,
53,22120.2109375,0,,
55,21758.537109375,0,,
57,24891.42578125,0,,
59,21536.50390625,0,,
61,18559.58203125,0,,
63,22763.349609375,0,,
65,22982.78125,0,,
67,24273.12109375,0,,
69,21206.724609375,0,,
71,22837.896484375,0,,
73,20746.67578125,0,,
75,18980.25,0,,
77,21387.4765625,0,,
79,21503.662109375,0,,
81,22095.109375,0,,
83,23032.1640625,0,,
85,21616.859375,0,,
87,20116.14453125,0,,
89,26911.80078125,0,,
91,22131.37109375,0,,
93,19624.373046875,0,,
95,20523.220703125,0,,
97,23141.8359375,0,,
99,20726.63671875,0,,
101,20417.65625,0,,
103,24669.171875,0,,
105,16900.90625,0,,
107,20321.015625,0,,
109,21344.626953125,0,,
111,20022.501953125,0,,
113,23524.576171875,0,,
115,21272.2734375,0,,
117,22234.91796875,0,,
119,18294.048828125,0,,
121,19256.84375,0,,
123,20658.97265625,0,,
125,20893.4765625,0,,
127,17462.12890625,0,,
129,23571.36328125,0,,
131,22467.828125,0,,
133,20501.494140625,0,,
135,17511.94140625,0,,
137,17666.12890625,0,,
139,16034.41796875,0,,
141,17410.68359375,0,,
143,19607.337890625,0,,
145,21213.54296875,0,,
147,19874.9921875,0,,
149,21860.9296875,0,,
151,22705.869140625,0,,
153,20983.19140625,0,,
155,21125.208984375,0,,
157,19180.578125,0,,
159,21037.197265625,0,,
161,18416.642578125,0,,
163,19803.76171875,0,,
165,23491.583984375,0,,
167,17631.671875,0,,
169,20255.462890625,0,,
171,19233.26171875,0,,
173,23646.24609375,0,,
175,17792.9765625,0,,
177,18833.123046875,0,,
179,30123.40234375,0,,
181,17940.595703125,0,,
183,19903.21875,0,,
185,17576.994140625,0,,
187,16276.6875,0,,
189,17820.4453125,0,,
191,19110.525390625,0,,
193,17803.7890625,0,,
195,18461.21484375,0,,
197,18775.083984375,0,,
199,18013.55859375,0,,
201,18155.6796875,0,,
203,17743.9453125,0,,
205,18800.107421875,0,,
207,19131.27734375,0,,
209,17128.8125,0,,
211,19507.83203125,0,,
213,18422.12890625,0,,
215,16862.703125,0,,
217,15801.9482421875,0,,
219,18925.05859375,0,,
221,19070.9609375,0,,
223,18541.03125,0,,
225,19212.28515625,0,,
227,22551.671875,0,,
229,17039.34765625,0,,
231,17527.09765625,0,,
233,15750.740234375,0,,
235,15877.30078125,0,,
237,22552.6640625,0,,
239,16236.498046875,0,,
241,17660.015625,0,,
243,18893.8046875,0,,
245,16488.79296875,0,,
247,17841.27734375,0,,
249,13925.205078125,0,,
251,16985.69921875,0,,
253,17269.201171875,0,,
255,18774.6796875,0,,
257,19929.8359375,0,,
259,20735.033203125,0,,
261,14567.5595703125,0,,
263,16126.3232421875,0,,
265,21261.27734375,0,,
267,17269.2109375,0,,
269,17738.265625,0,,
271,16052.6171875,0,,
273,21399.96484375,0,,
275,17928.73046875,0,,
277,17458.642578125,0,,
279,17025.458984375,0,,
281,18624.232421875,0,,
283,15966.400390625,0,,
