step,train_loss,epoch,val_loss
1,69816.4375,0,
3,52923.9765625,0,
5,43520.6640625,0,
7,38831.828125,0,
9,32025.58984375,0,
11,26235.263671875,0,
13,26199.13671875,0,
15,23067.822265625,0,
17,20354.12890625,0,
19,20832.9921875,0,
21,19988.595703125,0,
23,22065.912109375,0,
25,18723.517578125,0,
27,18820.46875,0,
29,17058.0234375,0,
31,16067.880859375,0,
33,14718.962890625,0,
35,15313.9072265625,0,
37,17457.744140625,0,
39,15779.943359375,0,
41,15633.8359375,0,
43,16219.7451171875,0,
45,15220.4599609375,0,
47,15420.6357421875,0,
49,15547.6796875,0,
51,14391.576171875,0,
53,13491.388671875,0,
55,14136.24609375,0,
57,16189.126953125,0,
59,16778.865234375,0,
61,14118.4140625,0,
63,13071.501953125,0,
65,15473.439453125,0,
67,12638.8828125,0,
69,13454.380859375,0,
71,14002.9609375,0,
73,16786.78515625,0,
75,16792.1484375,0,
77,15283.8388671875,0,
79,14630.06640625,0,
81,15409.8720703125,0,
83,14606.5400390625,0,
85,14094.3466796875,0,
87,13910.8662109375,0,
89,12885.3935546875,0,
91,13433.7529296875,0,
93,12564.9072265625,0,
95,13369.099609375,0,
97,11695.74609375,0,
99,15391.876953125,0,
101,11308.1865234375,0,
103,12127.970703125,0,
105,13558.8896484375,0,
107,10757.0361328125,0,
109,12632.54296875,0,
111,11469.65234375,0,
113,10459.51953125,0,
115,11644.791015625,0,
117,11927.01171875,0,
119,12552.578125,0,
121,11636.2421875,0,
123,10357.4208984375,0,
125,10919.798828125,0,
127,9297.09375,0,
129,12189.67578125,0,
131,13349.7958984375,0,
133,12710.712890625,0,
135,10988.2412109375,0,
137,10595.5078125,0,
139,11131.828125,0,
141,9979.583984375,0,
143,12547.26171875,0,
145,10856.3154296875,0,
147,10065.9296875,0,
149,9389.5380859375,0,
151,9219.703125,0,
153,9407.80859375,0,
155,8408.2177734375,0,
157,12241.74609375,0,
159,8940.3984375,0,
161,9833.7275390625,0,
163,9774.4306640625,0,
165,10268.1162109375,0,
167,8840.0390625,0,
169,9099.2392578125,0,
171,11111.458984375,0,
173,10950.9375,0,
175,9194.359375,0,
177,9045.5498046875,0,
179,11971.7080078125,0,
181,9651.16796875,0,
183,8539.8544921875,0,
185,9698.1005859375,0,
187,9557.26953125,0,
189,11033.4599609375,0,
191,10468.0322265625,0,
192,,0,10125.1572265625
193,10023.265625,1,
195,10368.482421875,1,
197,10930.908203125,1,
199,9995.21875,1,
201,9254.623046875,1,
203,8924.677734375,1,
205,11060.865234375,1,
207,11090.8916015625,1,
209,9490.486328125,1,
211,10769.58203125,1,
213,10321.734375,1,
215,9853.791015625,1,
217,9578.505859375,1,
219,9124.0009765625,1,
221,8010.3671875,1,
223,7535.49609375,1,
225,11222.68359375,1,
227,8404.6259765625,1,
229,8396.6328125,1,
231,9503.0517578125,1,
233,9441.2080078125,1,
235,9188.5283203125,1,
237,8074.38134765625,1,
239,8353.3671875,1,
241,8623.357421875,1,
243,8334.8193359375,1,
245,8928.0546875,1,
247,8689.044921875,1,
249,8693.140625,1,
251,10210.88671875,1,
253,8810.0615234375,1,
255,9401.5361328125,1,
257,8363.791015625,1,
259,8614.3349609375,1,
261,8673.06640625,1,
263,8870.7958984375,1,
265,7567.96044921875,1,
267,8547.359375,1,
269,8113.2744140625,1,
271,7513.80859375,1,
273,8751.7255859375,1,
275,8552.7919921875,1,
277,7080.9580078125,1,
279,9074.296875,1,
281,7269.3134765625,1,
283,9053.3681640625,1,
285,7916.52783203125,1,
287,8883.107421875,1,
289,10452.197265625,1,
291,8131.67626953125,1,
293,8169.89599609375,1,
295,8002.9013671875,1,
297,7809.5498046875,1,
299,8618.83203125,1,
301,7176.5634765625,1,
303,8150.9365234375,1,
305,8221.791015625,1,
307,8707.89453125,1,
309,7784.3876953125,1,
311,7910.6494140625,1,
313,8373.08984375,1,
315,8580.09375,1,
317,7950.8330078125,1,
319,9068.615234375,1,
321,7907.93310546875,1,
323,7687.1611328125,1,
325,7818.0986328125,1,
327,7897.1220703125,1,
329,6241.13671875,1,
331,8517.3515625,1,
333,6852.650390625,1,
335,10051.451171875,1,
337,8528.673828125,1,
339,7427.28466796875,1,
341,7001.990234375,1,
343,7403.474609375,1,
345,7029.3291015625,1,
347,9022.318359375,1,
349,7857.9970703125,1,
351,7462.6513671875,1,
353,7801.6015625,1,
355,7707.12451171875,1,
357,6895.05859375,1,
359,6929.62939453125,1,
361,6108.3779296875,1,
363,8823.537109375,1,
365,6455.4482421875,1,
367,7112.60107421875,1,
369,9145.33203125,1,
371,7722.5380859375,1,
373,7332.546875,1,
375,6635.97998046875,1,
377,7285.0576171875,1,
379,6932.7509765625,1,
381,6635.1201171875,1,
383,6351.98583984375,1,
385,8318.126953125,1,
385,,1,7149.8564453125
387,6369.63818359375,2,
389,7526.037109375,2,
391,6661.93359375,2,
393,6835.0595703125,2,
395,6717.5078125,2,
397,7930.70947265625,2,
399,7293.3330078125,2,
401,7132.01318359375,2,
403,6962.49853515625,2,
405,7236.67578125,2,
407,7177.2333984375,2,
409,8433.984375,2,
411,6983.16455078125,2,
413,8325.1845703125,2,
415,6702.890625,2,
417,6933.0380859375,2,
419,7113.2646484375,2,
421,7110.666015625,2,
423,8640.9931640625,2,
425,6865.4072265625,2,
427,7207.53125,2,
429,7117.287109375,2,
431,6666.763671875,2,
433,6105.8623046875,2,
435,6812.14794921875,2,
437,7460.76416015625,2,
439,7315.88671875,2,
441,6131.259765625,2,
443,7775.400390625,2,
445,7391.0771484375,2,
447,5907.689453125,2,
449,6627.953125,2,
451,6907.34814453125,2,
453,7529.765625,2,
455,6805.76123046875,2,
457,6530.14599609375,2,
459,5915.2138671875,2,
461,8113.73974609375,2,
463,6493.2119140625,2,
465,6990.083984375,2,
467,9294.474609375,2,
469,6594.68115234375,2,
471,6938.3837890625,2,
473,6674.375,2,
475,6388.9287109375,2,
477,5381.22900390625,2,
479,7926.8603515625,2,
481,6579.21044921875,2,
483,5943.7998046875,2,
485,8279.359375,2,
487,6914.1416015625,2,
489,6658.7626953125,2,
491,6053.5361328125,2,
493,7059.15234375,2,
495,5763.2587890625,2,
497,6108.9296875,2,
499,6576.685546875,2,
501,7415.10400390625,2,
503,6156.822265625,2,
505,6714.591796875,2,
507,6948.71484375,2,
509,6471.69140625,2,
511,6077.6328125,2,
513,6603.2568359375,2,
515,7442.12255859375,2,
517,7692.66796875,2,
519,7141.8017578125,2,
521,6132.7666015625,2,
523,5706.654296875,2,
525,5951.916015625,2,
527,5684.966796875,2,
529,7018.810546875,2,
531,6811.5419921875,2,
533,7186.501953125,2,
535,6217.0634765625,2,
537,5989.5791015625,2,
539,8326.1962890625,2,
541,5932.56982421875,2,
543,6999.29736328125,2,
545,8038.97705078125,2,
547,7092.05224609375,2,
549,7175.07177734375,2,
551,5802.4658203125,2,
553,7346.69189453125,2,
555,6259.9580078125,2,
557,7816.912109375,2,
559,5896.8486328125,2,
561,5724.8818359375,2,
563,7673.93359375,2,
565,7197.0234375,2,
567,5708.83251953125,2,
569,5444.3515625,2,
571,7726.515625,2,
573,6561.0048828125,2,
575,6941.37158203125,2,
577,7461.8046875,2,
578,,2,6349.75830078125
579,7990.32421875,3,
581,6733.51220703125,3,
583,6381.4619140625,3,
585,6681.32421875,3,
587,6735.2666015625,3,
589,7101.36083984375,3,
591,5484.30712890625,3,
593,6599.99609375,3,
595,5292.07275390625,3,
597,6269.23388671875,3,
599,5842.2734375,3,
601,6432.625,3,
603,8111.7509765625,3,
605,7014.5830078125,3,
607,6800.6962890625,3,
609,6310.57568359375,3,
611,6413.98486328125,3,
613,5883.86328125,3,
615,6819.60400390625,3,
617,6167.4658203125,3,
619,6189.36572265625,3,
621,6059.28515625,3,
623,6816.0771484375,3,
625,6424.5263671875,3,
627,5988.28466796875,3,
629,7894.98828125,3,
631,5111.3212890625,3,
633,6942.3583984375,3,
635,6240.7978515625,3,
637,5678.046875,3,
639,5410.4306640625,3,
641,5853.9091796875,3,
643,7997.7978515625,3,
645,6372.4716796875,3,
647,6926.359375,3,
649,6389.71484375,3,
651,6987.826171875,3,
653,6196.619140625,3,
655,7326.79296875,3,
657,6380.51806640625,3,
659,6623.2431640625,3,
661,6093.0400390625,3,
663,5361.0654296875,3,
665,5510.00732421875,3,
667,6455.908203125,3,
669,7922.189453125,3,
671,6242.2412109375,3,
673,6049.88671875,3,
675,7061.60302734375,3,
677,6632.1796875,3,
679,5955.69091796875,3,
681,5875.35498046875,3,
683,6332.4609375,3,
685,7177.19482421875,3,
687,6251.380859375,3,
689,5963.71875,3,
691,5648.126953125,3,
693,6263.3642578125,3,
695,6245.5244140625,3,
697,7737.515625,3,
699,7534.8115234375,3,
701,6398.1552734375,3,
703,7094.56298828125,3,
705,5717.48388671875,3,
707,5971.3525390625,3,
709,5961.125,3,
711,6920.64453125,3,
713,5466.2802734375,3,
715,5478.62109375,3,
717,6081.89453125,3,
719,6782.05224609375,3,
721,6419.65380859375,3,
723,7796.8974609375,3,
725,8312.7451171875,3,
727,5764.83984375,3,
729,5980.59619140625,3,
731,5697.890625,3,
733,6121.4248046875,3,
735,5540.65234375,3,
737,6034.1337890625,3,
739,5447.3095703125,3,
741,8693.220703125,3,
743,7045.7158203125,3,
745,6237.3876953125,3,
747,6241.8974609375,3,
749,6702.0693359375,3,
751,6424.2880859375,3,
753,4974.2734375,3,
755,5938.77294921875,3,
757,5950.01904296875,3,
759,6829.642578125,3,
761,5813.1728515625,3,
763,7234.3212890625,3,
765,6686.689453125,3,
767,7513.919921875,3,
769,5756.0771484375,3,
771,7770.19873046875,3,
771,,3,5851.79931640625
773,6685.54931640625,4,
775,6863.77783203125,4,
777,6124.7255859375,4,
779,5614.255859375,4,
781,6994.9716796875,4,
783,5695.419921875,4,
785,5859.08837890625,4,
787,5625.3076171875,4,
789,5300.427734375,4,
791,6383.40576171875,4,
793,5821.55419921875,4,
795,5934.169921875,4,
797,6528.7490234375,4,
799,7442.310546875,4,
801,6541.63720703125,4,
803,5904.5322265625,4,
805,5735.7724609375,4,
807,5414.181640625,4,
809,6077.3701171875,4,
811,6855.25048828125,4,
813,6317.68994140625,4,
815,5647.25,4,
817,5868.74609375,4,
819,5301.5869140625,4,
821,4518.388671875,4,
823,6558.9091796875,4,
825,5978.87841796875,4,
827,6491.24609375,4,
829,5876.623046875,4,
831,5527.884765625,4,
833,6381.6787109375,4,
835,6924.75341796875,4,
837,5966.205078125,4,
839,5498.1904296875,4,
841,7549.734375,4,
843,5902.4951171875,4,
845,5673.00244140625,4,
847,5876.2568359375,4,
849,5920.9501953125,4,
851,6293.875,4,
853,6662.63671875,4,
855,5609.025390625,4,
857,6691.1162109375,4,
859,6528.625,4,
861,5280.65966796875,4,
863,6309.4013671875,4,
865,6918.68310546875,4,
867,5589.5615234375,4,
869,6446.36669921875,4,
871,5032.5234375,4,
873,5866.900390625,4,
875,5641.95947265625,4,
877,5895.33056640625,4,
879,5478.3056640625,4,
881,6358.431640625,4,
883,6332.2578125,4,
885,5336.2822265625,4,
887,5300.02685546875,4,
889,5199.8193359375,4,
891,5584.81640625,4,
893,5662.0087890625,4,
895,7437.98193359375,4,
897,5627.3115234375,4,
899,5526.8701171875,4,
901,5509.4384765625,4,
903,6673.3466796875,4,
905,5068.0048828125,4,
907,5570.2099609375,4,
909,5927.2958984375,4,
911,5001.0439453125,4,
913,6374.3271484375,4,
915,6091.814453125,4,
917,5058.5615234375,4,
919,5382.69091796875,4,
921,5676.3349609375,4,
923,5764.96142578125,4,
925,5526.98095703125,4,
927,5176.7255859375,4,
929,5451.015625,4,
931,5326.6806640625,4,
933,7610.8544921875,4,
935,5282.7724609375,4,
937,6055.548828125,4,
939,5478.3203125,4,
941,6709.7607421875,4,
943,5180.8291015625,4,
945,6345.337890625,4,
947,5071.94775390625,4,
949,6190.77685546875,4,
951,5654.8544921875,4,
953,6464.9755859375,4,
955,5988.771484375,4,
957,6100.1201171875,4,
959,5549.40087890625,4,
961,5495.0263671875,4,
963,5786.7666015625,4,
964,,4,5742.52685546875
965,5446.8720703125,5,
967,6466.7197265625,5,
969,5606.57421875,5,
971,5019.853515625,5,
973,6122.40771484375,5,
975,6278.501953125,5,
977,5238.08984375,5,
979,5840.8564453125,5,
981,5574.6162109375,5,
983,6814.6357421875,5,
985,5269.87060546875,5,
987,5685.3955078125,5,
989,6357.8193359375,5,
991,5441.642578125,5,
993,5626.615234375,5,
995,5032.3740234375,5,
997,6322.5947265625,5,
999,5234.39208984375,5,
1001,5029.044921875,5,
1003,5252.203125,5,
1005,5282.8330078125,5,
1007,5768.6630859375,5,
1009,5908.0771484375,5,
1011,5136.9697265625,5,
1013,5235.59326171875,5,
1015,5020.7060546875,5,
1017,6604.29833984375,5,
1019,6462.26171875,5,
1021,5730.15087890625,5,
1023,5901.09765625,5,
1025,5857.86865234375,5,
1027,6039.3173828125,5,
1029,5645.888671875,5,
1031,6054.3271484375,5,
1033,5616.873046875,5,
1035,6003.853515625,5,
1037,6332.6162109375,5,
1039,5356.08984375,5,
1041,6003.57421875,5,
1043,5361.451171875,5,
1045,5526.2431640625,5,
1047,5426.46044921875,5,
1049,6399.02392578125,5,
1051,6085.37890625,5,
1053,5789.7958984375,5,
1055,7348.0048828125,5,
1057,5923.763671875,5,
1059,5370.79345703125,5,
1061,5431.1103515625,5,
1063,5429.119140625,5,
1065,4741.92919921875,5,
1067,5445.6494140625,5,
1069,5409.1123046875,5,
1071,5307.89697265625,5,
1073,5215.23046875,5,
1075,5441.20556640625,5,
1077,6378.7763671875,5,
1079,5248.990234375,5,
1081,4864.43603515625,5,
1083,4877.7939453125,5,
1085,5628.7412109375,5,
1087,5889.234375,5,
1089,5253.7265625,5,
1091,5589.05078125,5,
1093,4952.9208984375,5,
1095,5998.0830078125,5,
1097,4364.28759765625,5,
1099,5891.2900390625,5,
1101,5228.8671875,5,
1103,5651.67431640625,5,
1105,6119.93310546875,5,
1107,5658.2900390625,5,
