step,train_loss,epoch,val_loss
1,67596.4296875,0,
3,30700.7734375,0,
5,36696.375,0,
7,32336.33984375,0,
9,22069.98046875,0,
11,22567.771484375,0,
13,22350.87890625,0,
15,23197.419921875,0,
17,19792.0625,0,
19,27110.2734375,0,
21,23444.3359375,0,
23,20281.70703125,0,
25,24172.439453125,0,
27,26425.87109375,0,
29,22805.78125,0,
31,22761.8984375,0,
33,21401.9453125,0,
35,19141.0703125,0,
37,23440.67578125,0,
39,19804.92578125,0,
41,22836.09765625,0,
43,23151.0078125,0,
45,22041.822265625,0,
47,22198.90234375,0,
49,22015.248046875,0,
51,20816.2578125,0,
53,21983.609375,0,
55,18918.80859375,0,
57,16479.92578125,0,
59,18493.53125,0,
61,17754.8515625,0,
63,13880.943359375,0,
65,18620.8359375,0,
67,12409.46875,0,
69,19852.07421875,0,
71,16109.6552734375,0,
73,14593.814453125,0,
75,15353.7744140625,0,
77,14346.7783203125,0,
79,19366.796875,0,
81,15468.201171875,0,
83,19198.3984375,0,
85,17194.181640625,0,
87,15904.544921875,0,
89,14226.2529296875,0,
91,15637.380859375,0,
93,19496.47265625,0,
95,16039.5498046875,0,
97,14031.16796875,0,
99,14205.70703125,0,
101,14722.607421875,0,
103,12774.982421875,0,
105,18922.18359375,0,
107,13019.1953125,0,
109,16047.537109375,0,
111,17446.34375,0,
113,14313.2265625,0,
115,16436.80078125,0,
117,14981.7294921875,0,
119,15480.89453125,0,
121,15572.123046875,0,
123,15508.5146484375,0,
125,16205.068359375,0,
127,13159.705078125,0,
129,15874.533203125,0,
131,16703.84375,0,
133,14035.546875,0,
135,12882.2587890625,0,
137,15151.5419921875,0,
139,13440.6650390625,0,
141,19319.9296875,0,
143,14819.7509765625,0,
145,16822.0390625,0,
147,15547.6630859375,0,
149,13814.9931640625,0,
151,19091.04296875,0,
153,13258.44140625,0,
155,16401.6171875,0,
157,12894.5234375,0,
159,13265.9052734375,0,
161,12250.4482421875,0,
163,15083.724609375,0,
165,16812.80078125,0,
167,13691.1533203125,0,
169,13966.1455078125,0,
171,15505.2451171875,0,
173,13789.1767578125,0,
175,14972.33203125,0,
177,12721.900390625,0,
179,13202.37109375,0,
181,12578.509765625,0,
183,13004.8583984375,0,
185,13889.7255859375,0,
187,17125.05078125,0,
189,10619.75,0,
191,14204.533203125,0,
193,11931.8828125,0,
195,9922.6982421875,0,
197,13760.439453125,0,
199,13918.2421875,0,
201,12396.2548828125,0,
203,10603.203125,0,
205,12110.3916015625,0,
207,10806.5224609375,0,
209,15195.7333984375,0,
211,13251.697265625,0,
213,12324.1630859375,0,
215,11921.599609375,0,
217,11654.7177734375,0,
219,12547.453125,0,
221,11948.2734375,0,
223,11655.904296875,0,
225,11814.5322265625,0,
227,8621.75,0,
229,12834.9912109375,0,
231,11219.30859375,0,
233,13547.478515625,0,
235,11543.9111328125,0,
237,9927.375,0,
239,14182.759765625,0,
241,12652.7529296875,0,
243,11580.76953125,0,
245,11289.8525390625,0,
247,10200.830078125,0,
249,12407.7685546875,0,
251,9881.6640625,0,
253,9892.458984375,0,
255,10014.369140625,0,
257,10045.826171875,0,
259,13213.546875,0,
261,15022.5771484375,0,
263,13771.0322265625,0,
265,11736.48046875,0,
267,11450.087890625,0,
269,8943.853515625,0,
271,9504.7294921875,0,
273,13444.015625,0,
275,10893.755859375,0,
277,10819.248046875,0,
279,14445.1953125,0,
281,12747.015625,0,
283,10254.330078125,0,
285,10798.34375,0,
287,13219.048828125,0,
289,8481.837890625,0,
291,9536.171875,0,
293,12237.91796875,0,
295,11395.8671875,0,
297,9679.4638671875,0,
299,8614.572265625,0,
301,11435.388671875,0,
303,9107.119140625,0,
305,12101.90234375,0,
307,9259.33203125,0,
309,9550.99609375,0,
311,8343.296875,0,
313,11211.908203125,0,
315,10440.32421875,0,
317,9085.861328125,0,
319,9533.8896484375,0,
321,12693.59375,0,
323,12101.9365234375,0,
325,11023.0234375,0,
327,9375.34765625,0,
329,10885.9296875,0,
331,10719.484375,0,
333,8344.935546875,0,
335,9949.69921875,0,
337,14051.14453125,0,
339,10320.947265625,0,
341,11377.7490234375,0,
343,11253.626953125,0,
345,10813.673828125,0,
347,10182.673828125,0,
349,8754.0400390625,0,
351,9991.388671875,0,
353,10035.26171875,0,
355,10792.849609375,0,
357,10163.0830078125,0,
359,11548.958984375,0,
361,12618.275390625,0,
363,10882.90625,0,
365,9846.4404296875,0,
367,10507.091796875,0,
369,9771.630859375,0,
371,10940.947265625,0,
373,11989.8251953125,0,
375,10717.400390625,0,
377,10981.09765625,0,
379,11411.119140625,0,
381,12910.4580078125,0,
383,10099.7861328125,0,
384,,0,10337.1455078125
385,10241.8603515625,1,
387,9572.396484375,1,
389,11290.9755859375,1,
391,11537.384765625,1,
393,7699.3828125,1,
395,10035.857421875,1,
397,10153.126953125,1,
399,11113.734375,1,
401,8915.244140625,1,
403,11551.240234375,1,
405,11337.404296875,1,
407,10632.794921875,1,
409,10062.169921875,1,
411,9363.859375,1,
413,9814.849609375,1,
415,8635.2763671875,1,
417,8339.7158203125,1,
419,9579.404296875,1,
421,10319.48046875,1,
423,9244.59765625,1,
425,10989.63671875,1,
427,7463.4208984375,1,
429,9158.439453125,1,
431,11739.916015625,1,
433,9704.1875,1,
435,8877.3955078125,1,
437,9109.6396484375,1,
439,8993.375,1,
441,9679.9814453125,1,
443,8756.0078125,1,
445,8406.3447265625,1,
447,9979.9296875,1,
449,12150.083984375,1,
451,12404.53125,1,
453,8824.2998046875,1,
455,9548.7646484375,1,
457,7478.81103515625,1,
459,9817.1796875,1,
461,8255.6826171875,1,
463,7806.37939453125,1,
465,11284.10546875,1,
467,10092.31640625,1,
469,9307.6748046875,1,
471,9498.57421875,1,
473,8671.8994140625,1,
475,8528.193359375,1,
477,8523.4638671875,1,
479,8061.42333984375,1,
481,10508.234375,1,
483,9444.34765625,1,
485,9702.0234375,1,
487,11772.947265625,1,
489,8496.65234375,1,
491,6937.21630859375,1,
493,9847.7861328125,1,
495,9438.984375,1,
497,8611.7421875,1,
499,9866.8505859375,1,
501,8928.1015625,1,
503,9517.8740234375,1,
505,9627.13671875,1,
507,7972.10791015625,1,
509,9090.6103515625,1,
511,7193.1494140625,1,
513,9542.3212890625,1,
515,8295.0048828125,1,
517,11103.2060546875,1,
519,8371.64453125,1,
521,11421.97265625,1,
523,8976.666015625,1,
525,8351.298828125,1,
527,8413.705078125,1,
529,9939.279296875,1,
531,11153.57421875,1,
533,10047.984375,1,
535,8350.95703125,1,
537,9231.580078125,1,
539,10524.361328125,1,
541,8157.61181640625,1,
543,8830.41015625,1,
545,10763.40625,1,
547,8598.2578125,1,
549,9409.0078125,1,
551,8934.654296875,1,
553,8302.126953125,1,
555,9602.576171875,1,
557,11356.828125,1,
559,8896.583984375,1,
561,8136.365234375,1,
563,9649.0,1,
565,11047.544921875,1,
567,8129.80859375,1,
569,9023.73046875,1,
571,7411.2802734375,1,
573,10978.1494140625,1,
575,9886.375,1,
577,9608.587890625,1,
579,11758.50390625,1,
581,8941.25390625,1,
583,9396.462890625,1,
585,9441.154296875,1,
587,9735.580078125,1,
589,8988.9462890625,1,
591,7435.17236328125,1,
593,8219.4609375,1,
595,9808.181640625,1,
597,10289.478515625,1,
599,9061.0546875,1,
601,8609.5625,1,
603,7524.84228515625,1,
605,7914.5068359375,1,
607,9635.060546875,1,
609,9520.380859375,1,
611,7930.56689453125,1,
613,9804.4638671875,1,
615,9755.078125,1,
617,8163.58837890625,1,
619,9769.470703125,1,
621,9480.0654296875,1,
623,9880.0234375,1,
625,10382.7822265625,1,
627,6981.7685546875,1,
629,9898.294921875,1,
631,8271.328125,1,
633,8079.98828125,1,
635,7497.0947265625,1,
637,7691.86328125,1,
