epoch,train_loss,step,val_loss
0,66055.0625,1,
0,34918.3515625,3,
0,34805.3046875,5,
0,37295.76953125,7,
0,20889.900390625,9,
0,23105.546875,11,
0,23005.373046875,13,
0,22448.28125,15,
0,20406.3515625,17,
0,21742.91015625,19,
0,21047.123046875,21,
0,18224.552734375,23,
0,20844.369140625,25,
0,22126.001953125,27,
0,20355.90625,29,
0,17617.77734375,31,
0,22421.640625,33,
0,17137.138671875,35,
0,19046.271484375,37,
0,17841.75,39,
0,24564.359375,41,
0,20487.41796875,43,
0,19337.544921875,45,
0,21095.796875,47,
0,21832.6328125,49,
0,21583.36328125,51,
0,21187.93359375,53,
0,18372.23828125,55,
0,18393.623046875,57,
0,18449.6796875,59,
0,16825.8359375,61,
0,13801.3955078125,63,
0,18715.8828125,65,
0,12274.2548828125,67,
0,19590.05078125,69,
0,15050.357421875,71,
0,14412.494140625,73,
0,15036.8203125,75,
0,13879.33203125,77,
0,19368.18359375,79,
0,14481.138671875,81,
0,18189.6953125,83,
0,15955.369140625,85,
0,15279.6767578125,87,
0,13423.0615234375,89,
0,15431.26953125,91,
0,18516.4453125,93,
0,14830.064453125,95,
0,14135.0234375,97,
0,13499.83203125,99,
0,13879.1826171875,101,
0,11912.76953125,103,
0,19318.63671875,105,
0,12037.03125,107,
0,15136.642578125,109,
0,15696.8759765625,111,
0,13179.8173828125,113,
0,17138.134765625,115,
0,13994.7919921875,117,
0,14199.451171875,119,
0,14212.5654296875,121,
0,14508.9140625,123,
0,14769.685546875,125,
0,12154.9609375,127,
0,15080.7109375,129,
0,15784.16796875,131,
0,13521.8984375,133,
0,12594.4765625,135,
0,14712.2197265625,137,
0,12147.8037109375,139,
0,19683.234375,141,
0,13372.4404296875,143,
0,14643.20703125,145,
0,14010.3359375,147,
0,13666.4521484375,149,
0,16565.568359375,151,
0,11902.212890625,153,
0,15529.482421875,155,
0,12304.068359375,157,
0,11798.771484375,159,
0,12275.009765625,161,
0,14372.1103515625,163,
0,15033.59375,165,
0,12442.7373046875,167,
0,14691.8876953125,169,
0,14643.6806640625,171,
0,12762.26953125,173,
0,14521.8271484375,175,
0,12281.646484375,177,
0,12622.078125,179,
0,14221.4208984375,181,
0,12835.107421875,183,
0,14236.25390625,185,
0,16000.357421875,187,
0,10711.482421875,189,
0,14813.6689453125,191,
0,11389.6943359375,193,
0,9862.19921875,195,
0,13938.6015625,197,
0,15125.8369140625,199,
0,13093.41015625,201,
0,10960.169921875,203,
0,11770.65234375,205,
0,10735.8095703125,207,
0,16600.30078125,209,
0,13498.3681640625,211,
0,12410.341796875,213,
0,12476.134765625,215,
0,12042.294921875,217,
0,13201.162109375,219,
0,11496.16796875,221,
0,12163.8603515625,223,
0,12169.845703125,225,
0,9930.9765625,227,
0,13441.4755859375,229,
0,11690.77734375,231,
0,14311.73828125,233,
0,12383.1171875,235,
0,11888.5546875,237,
0,13154.13671875,239,
0,12824.7333984375,241,
0,10329.044921875,243,
0,11394.7890625,245,
0,11192.3349609375,247,
0,11774.150390625,249,
0,9630.9140625,251,
0,9878.123046875,253,
0,9999.96875,255,
0,9990.353515625,257,
0,14225.19140625,259,
0,16862.16796875,261,
0,14177.208984375,263,
0,13305.5009765625,265,
0,11253.73046875,267,
0,9002.7900390625,269,
0,9916.0595703125,271,
0,14129.3974609375,273,
0,11589.8896484375,275,
0,10912.357421875,277,
0,14161.0361328125,279,
0,13965.8701171875,281,
0,10878.8193359375,283,
0,10892.6728515625,285,
0,13103.001953125,287,
0,9192.0380859375,289,
0,9117.380859375,291,
0,13402.998046875,293,
0,11363.10546875,295,
0,9988.52734375,297,
0,8639.091796875,299,
0,12103.708984375,301,
0,9076.873046875,303,
0,12379.7734375,305,
0,9726.0341796875,307,
0,9986.630859375,309,
0,8307.93359375,311,
0,12045.703125,313,
0,10634.013671875,315,
0,10269.06640625,317,
0,9662.333984375,319,
0,14828.5078125,321,
0,11055.880859375,323,
0,11250.9140625,325,
0,8947.53515625,327,
0,11324.564453125,329,
0,12169.2841796875,331,
0,8909.76171875,333,
0,9684.97265625,335,
0,13532.955078125,337,
0,11270.5703125,339,
0,12759.3017578125,341,
0,11732.384765625,343,
0,11325.029296875,345,
0,11709.28515625,347,
0,9253.076171875,349,
0,10675.44140625,351,
0,9714.6689453125,353,
0,12605.455078125,355,
0,10335.9306640625,357,
0,11796.4765625,359,
0,13023.767578125,361,
0,11011.0390625,363,
0,11346.953125,365,
0,10418.884765625,367,
0,10352.3720703125,369,
0,11383.095703125,371,
0,12342.6533203125,373,
0,10906.359375,375,
0,12590.048828125,377,
0,11526.1943359375,379,
0,14594.939453125,381,
0,10659.0029296875,383,
0,,384,10011.5537109375
1,9963.6494140625,385,
1,10336.5771484375,387,
1,11491.1328125,389,
1,11487.6171875,391,
1,8206.2568359375,393,
1,9872.6708984375,395,
1,10228.62890625,397,
1,12092.7763671875,399,
1,10111.419921875,401,
1,12626.2470703125,403,
1,11220.87890625,405,
1,10647.984375,407,
1,10284.626953125,409,
1,9621.9599609375,411,
1,10619.9580078125,413,
1,10362.7265625,415,
1,9569.150390625,417,
1,10062.720703125,419,
1,10986.501953125,421,
1,9474.4013671875,423,
1,11689.0986328125,425,
1,10095.453125,427,
1,10081.03515625,429,
1,12157.4140625,431,
1,10599.74609375,433,
1,10286.2568359375,435,
1,9991.390625,437,
1,10150.6171875,439,
1,10737.23046875,441,
1,9457.0087890625,443,
1,9486.25390625,445,
1,9889.919921875,447,
1,17144.4453125,449,
1,12899.978515625,451,
1,9922.1416015625,453,
1,10442.4375,455,
1,9359.2890625,457,
1,10506.466796875,459,
1,9208.06640625,461,
1,8177.8447265625,463,
1,12642.80859375,465,
1,11869.2294921875,467,
1,9648.203125,469,
1,10517.41796875,471,
1,9606.638671875,473,
1,9812.630859375,475,
1,9108.46484375,477,
1,8493.931640625,479,
1,10873.21875,481,
1,10117.27734375,483,
1,9898.244140625,485,
1,12501.4140625,487,
1,9987.978515625,489,
1,7522.505859375,491,
1,10497.587890625,493,
1,10574.5302734375,495,
1,8997.0986328125,497,
1,11061.7158203125,499,
1,9235.634765625,501,
1,9999.5625,503,
1,9540.9140625,505,
1,9113.1640625,507,
1,9149.40625,509,
1,7396.05712890625,511,
1,11422.9375,513,
1,8682.87890625,515,
1,11866.685546875,517,
1,9688.0859375,519,
1,12433.58203125,521,
1,9352.3583984375,523,
1,8275.673828125,525,
1,9070.2080078125,527,
1,9660.55078125,529,
1,10972.814453125,531,
1,8936.2734375,533,
1,8733.3173828125,535,
1,9602.7890625,537,
1,11377.1728515625,539,
1,8658.8515625,541,
1,9325.716796875,543,
1,10697.89453125,545,
1,9665.85546875,547,
1,9757.544921875,549,
1,9450.021484375,551,
1,8402.240234375,553,
1,10068.248046875,555,
1,11761.638671875,557,
1,9179.013671875,559,
1,8717.068359375,561,
1,10294.4951171875,563,
1,12515.4921875,565,
1,8763.06640625,567,
1,9526.634765625,569,
1,8309.705078125,571,
1,11803.794921875,573,
1,9372.107421875,575,
1,10637.3486328125,577,
1,12818.125,579,
1,9041.4189453125,581,
1,10840.87890625,583,
1,9704.2939453125,585,
1,10249.16796875,587,
1,9286.43359375,589,
1,7979.1669921875,591,
1,9399.923828125,593,
1,10735.18359375,595,
1,11189.9169921875,597,
1,9956.82421875,599,
1,9286.8505859375,601,
