step,train_loss,epoch,val_loss,tst_loss
1,77625.28125,0,,
3,55630.0546875,0,,
5,47293.45703125,0,,
7,39650.2421875,0,,
9,29254.529296875,0,,
11,31363.93359375,0,,
13,30474.056640625,0,,
15,28153.53515625,0,,
17,27220.70703125,0,,
19,27380.484375,0,,
21,25712.7265625,0,,
23,23799.34765625,0,,
25,27831.708984375,0,,
27,23897.80078125,0,,
29,24492.33203125,0,,
31,25004.2734375,0,,
33,25584.9765625,0,,
35,24990.837890625,0,,
37,22490.755859375,0,,
39,22558.392578125,0,,
41,24491.71875,0,,
43,21883.33984375,0,,
45,24247.70703125,0,,
47,22291.3359375,0,,
49,22330.326171875,0,,
51,24053.921875,0,,
53,25455.4765625,0,,
55,20813.0859375,0,,
57,21690.521484375,0,,
59,20093.96875,0,,
61,20476.01953125,0,,
63,21324.97265625,0,,
65,21673.81640625,0,,
67,20488.333984375,0,,
69,20535.8125,0,,
71,23287.53515625,0,,
73,19772.548828125,0,,
75,23806.9375,0,,
77,22692.009765625,0,,
79,24155.14453125,0,,
81,22832.935546875,0,,
83,19706.44921875,0,,
85,22919.79296875,0,,
87,21614.24609375,0,,
89,26061.5078125,0,,
91,23713.419921875,0,,
93,19435.03125,0,,
95,20980.9765625,0,,
97,20148.24609375,0,,
99,21754.869140625,0,,
101,18805.6015625,0,,
103,23541.30859375,0,,
105,21051.83984375,0,,
107,19684.57421875,0,,
109,20450.47265625,0,,
111,19800.75,0,,
113,24385.34765625,0,,
115,18801.6171875,0,,
117,19584.203125,0,,
119,20851.53515625,0,,
121,21271.9609375,0,,
123,20127.396484375,0,,
125,19383.2734375,0,,
127,19454.826171875,0,,
129,24085.099609375,0,,
131,19609.26171875,0,,
133,21940.017578125,0,,
135,19744.87109375,0,,
137,19990.005859375,0,,
139,19366.099609375,0,,
141,20557.31640625,0,,
143,20647.85546875,0,,
145,18090.736328125,0,,
147,18712.3125,0,,
149,18310.23828125,0,,
151,20610.078125,0,,
153,21697.599609375,0,,
155,23222.177734375,0,,
157,21438.015625,0,,
159,19074.55078125,0,,
161,20960.138671875,0,,
163,19075.29296875,0,,
165,19159.5390625,0,,
167,20069.3359375,0,,
169,19787.33203125,0,,
