epoch,train_loss,step,val_loss
0,55313.0625,1,
0,32324.490234375,3,
0,23043.810546875,5,
0,24944.73828125,7,
0,25971.431640625,9,
0,25981.107421875,11,
0,23502.58984375,13,
0,22311.46484375,15,
0,21267.80859375,17,
0,20610.66015625,19,
0,20206.59375,21,
0,24254.0390625,23,
0,19948.435546875,25,
0,19870.24609375,27,
0,20510.34375,29,
0,19598.640625,31,
0,15760.0537109375,33,
0,16928.41015625,35,
0,20335.244140625,37,
0,19786.802734375,39,
0,17697.31640625,41,
0,18686.43359375,43,
0,17312.23828125,45,
0,17466.634765625,47,
0,17235.5703125,49,
0,15906.21875,51,
0,15447.46875,53,
0,16544.138671875,55,
0,19995.033203125,57,
0,19617.916015625,59,
0,16642.32421875,61,
0,15345.666015625,63,
0,17173.68359375,65,
0,14383.962890625,67,
0,15370.859375,69,
0,15712.1484375,71,
0,19224.33984375,73,
0,18226.669921875,75,
0,17130.8515625,77,
0,15871.189453125,79,
0,17140.1953125,81,
0,17432.33203125,83,
0,15552.5908203125,85,
0,15329.798828125,87,
0,14571.3291015625,89,
0,14999.203125,91,
0,14034.943359375,93,
0,15289.591796875,95,
0,13271.4375,97,
0,18462.892578125,99,
0,13333.2626953125,101,
0,13823.48828125,103,
0,15312.41796875,105,
0,12667.6279296875,107,
0,15067.44921875,109,
0,14078.6875,111,
0,12732.50390625,113,
0,14090.775390625,115,
0,13735.09375,117,
0,15125.177734375,119,
0,14167.08203125,121,
0,12594.6875,123,
0,13181.5693359375,125,
0,11552.77734375,127,
0,14799.1953125,129,
0,16390.13671875,131,
0,15343.197265625,133,
0,13424.90234375,135,
0,13438.3603515625,137,
0,13332.919921875,139,
0,11964.716796875,141,
0,15199.333984375,143,
0,13325.8046875,145,
0,12026.427734375,147,
0,11787.619140625,149,
0,10797.189453125,151,
0,11226.923828125,153,
0,10176.6806640625,155,
0,15115.67578125,157,
0,10744.44921875,159,
0,12785.7216796875,161,
0,11978.8359375,163,
0,12150.15234375,165,
0,10527.9091796875,167,
0,11108.521484375,169,
0,14122.869140625,171,
0,13636.34765625,173,
0,12955.11328125,175,
0,11164.314453125,177,
0,14844.552734375,179,
0,11681.765625,181,
0,10424.7734375,183,
0,11480.056640625,185,
0,11478.4296875,187,
0,13248.8984375,189,
0,12502.0322265625,191,
0,,192,12439.193359375
1,12035.93359375,193,
1,11964.0185546875,195,
1,12427.927734375,197,
1,12239.54296875,199,
1,11586.2822265625,201,
1,10249.78515625,203,
1,13760.255859375,205,
1,14407.78125,207,
1,11090.248046875,209,
1,12616.9453125,211,
1,12573.5927734375,213,
1,12076.70703125,215,
1,12092.376953125,217,
1,10589.2138671875,219,
1,9974.7958984375,221,
1,9139.654296875,223,
1,14119.080078125,225,
1,9789.3388671875,227,
1,11892.412109375,229,
1,12319.13671875,231,
1,11914.51953125,233,
1,11580.8544921875,235,
1,9473.1796875,237,
1,10468.7421875,239,
1,10370.201171875,241,
1,10182.60546875,243,
1,10937.646484375,245,
1,10720.40234375,247,
1,11286.791015625,249,
1,13795.2890625,251,
1,11113.140625,253,
1,11343.333984375,255,
1,11042.837890625,257,
1,10460.287109375,259,
1,10507.705078125,261,
1,11256.2822265625,263,
1,9293.0263671875,265,
1,10737.099609375,267,
1,9920.501953125,269,
1,8911.349609375,271,
1,10770.501953125,273,
1,10459.64453125,275,
1,8977.0107421875,277,
1,12277.9580078125,279,
1,9022.423828125,281,
1,10849.666015625,283,
1,10402.333984375,285,
1,11324.1845703125,287,
1,14245.0791015625,289,
1,10720.052734375,291,
1,10712.0625,293,
1,10350.1044921875,295,
1,10247.912109375,297,
1,11860.2646484375,299,
1,9496.9453125,301,
1,10253.92578125,303,
1,10258.22265625,305,
1,10952.1611328125,307,
1,10234.384765625,309,
1,10699.802734375,311,
1,10404.8173828125,313,
1,11182.404296875,315,
1,11734.1640625,317,
1,11699.6962890625,319,
1,11925.3359375,321,
1,9574.5546875,323,
1,10166.736328125,325,
1,9837.5234375,327,
1,8161.375,329,
1,11178.54296875,331,
1,8572.16796875,333,
1,12172.0078125,335,
1,11435.271484375,337,
1,9530.146484375,339,
1,9187.158203125,341,
1,9178.4423828125,343,
1,8941.576171875,345,
1,16254.4462890625,347,
1,9620.9091796875,349,
1,10362.525390625,351,
1,9785.75,353,
1,10022.560546875,355,
1,8341.75390625,357,
1,9209.263671875,359,
1,8044.484375,361,
1,11329.6953125,363,
1,7806.64013671875,365,
1,10425.8095703125,367,
1,11801.921875,369,
1,9741.7734375,371,
1,14532.72265625,373,
1,9198.857421875,375,
1,11817.72265625,377,
1,10204.982421875,379,
1,9288.20703125,381,
1,9734.59765625,383,
1,12705.2421875,385,
1,,385,10203.33203125
2,8463.23828125,387,
2,10333.880859375,389,
2,9044.7607421875,391,
2,9085.251953125,393,
2,9112.50390625,395,
2,10408.833984375,397,
2,9196.99609375,399,
2,9439.572265625,401,
2,8918.70703125,403,
2,9366.76171875,405,
