step,train_loss,epoch,val_loss,tst_loss
1,91185.734375,0,,
3,82482.421875,0,,
5,90658.2734375,0,,
7,86881.7734375,0,,
9,81420.6484375,0,,
11,79390.7734375,0,,
13,81436.3359375,0,,
15,74681.96875,0,,
17,71142.4375,0,,
19,76270.28125,0,,
21,76664.4453125,0,,
23,74112.46875,0,,
25,69277.65625,0,,
27,63170.46875,0,,
29,62195.3359375,0,,
31,64080.01953125,0,,
33,63631.625,0,,
35,64502.0,0,,
37,54385.10546875,0,,
39,57674.22265625,0,,
41,51031.6015625,0,,
43,53153.859375,0,,
45,49697.65625,0,,
47,47512.62890625,0,,
49,45444.7890625,0,,
51,46317.38671875,0,,
53,43253.8203125,0,,
55,41519.15625,0,,
57,38489.0625,0,,
59,36559.7109375,0,,
61,35729.71875,0,,
63,35341.6796875,0,,
65,39560.46875,0,,
67,33341.875,0,,
69,33529.9140625,0,,
71,34296.17578125,0,,
73,29613.451171875,0,,
75,33936.05078125,0,,
77,31939.9609375,0,,
79,31069.16796875,0,,
81,29612.25,0,,
83,29012.01953125,0,,
85,30098.27734375,0,,
87,28182.6796875,0,,
89,31697.19921875,0,,
91,29583.859375,0,,
93,26353.89453125,0,,
95,27664.45703125,0,,
97,27312.921875,0,,
99,26388.69140625,0,,
101,25734.01953125,0,,
103,28717.51953125,0,,
105,25878.755859375,0,,
107,24570.3984375,0,,
109,24738.857421875,0,,
111,24360.49609375,0,,
113,27443.908203125,0,,
115,23182.890625,0,,
117,23156.9140625,0,,
119,24122.83984375,0,,
121,25944.5703125,0,,
123,23767.3203125,0,,
125,23056.060546875,0,,
127,23165.484375,0,,
129,25830.37109375,0,,
131,22566.857421875,0,,
133,24378.34765625,0,,
135,22267.912109375,0,,
137,23064.283203125,0,,
139,21956.75390625,0,,
141,22595.14453125,0,,
143,22923.369140625,0,,
145,20545.91796875,0,,
147,20594.96875,0,,
149,20519.99609375,0,,
151,22891.107421875,0,,
153,23774.60546875,0,,
155,24906.0546875,0,,
157,23616.791015625,0,,
159,20573.78515625,0,,
161,22509.7421875,0,,
163,21186.44921875,0,,
165,21460.708984375,0,,
167,21898.65234375,0,,
169,21467.384765625,0,,
171,21759.15234375,0,,
173,20883.88671875,0,,
175,21740.421875,0,,
177,22711.5390625,0,,
179,22159.6953125,0,,
181,21095.94921875,0,,
183,20788.376953125,0,,
185,21449.966796875,0,,
187,21499.087890625,0,,
189,20545.00390625,0,,
191,24011.521484375,0,,
193,28543.55859375,0,,
193,,0,21133.099609375,
195,23577.2109375,1,,
197,22674.9765625,1,,
199,20381.046875,1,,
201,20435.166015625,1,,
203,20950.669921875,1,,
205,21291.462890625,1,,
207,18610.337890625,1,,
209,19261.21875,1,,
211,23947.046875,1,,
213,19567.896484375,1,,
215,18961.21875,1,,
217,20455.94140625,1,,
219,21341.16796875,1,,
221,20978.953125,1,,
223,21334.939453125,1,,
225,19097.45703125,1,,
227,23724.57421875,1,,
229,22761.66796875,1,,
231,18232.337890625,1,,
233,20845.29296875,1,,
235,19823.794921875,1,,
237,20378.9296875,1,,
239,17922.015625,1,,
241,19490.44140625,1,,
243,23021.33984375,1,,
245,20307.93359375,1,,
247,20055.41015625,1,,
249,18825.345703125,1,,
251,20048.23046875,1,,
253,19318.23046875,1,,
255,18195.08984375,1,,
257,22306.44921875,1,,
259,20830.44921875,1,,
261,20556.423828125,1,,
263,21967.833984375,1,,
265,22984.08203125,1,,
267,20261.23828125,1,,
269,22731.369140625,1,,
271,19378.03125,1,,
273,26010.359375,1,,
275,20833.99609375,1,,
277,20940.68359375,1,,
279,20895.5546875,1,,
281,21005.2265625,1,,
283,19985.849609375,1,,
285,20668.1640625,1,,
287,20160.03515625,1,,
289,18765.470703125,1,,
291,21512.2734375,1,,
293,21910.85546875,1,,
295,19020.28515625,1,,
297,19015.875,1,,
299,19860.0,1,,
301,23304.51953125,1,,
303,18546.9375,1,,
305,18539.484375,1,,
307,22059.03515625,1,,
309,21227.10546875,1,,
311,20701.716796875,1,,
313,21020.1484375,1,,
315,20370.21484375,1,,
317,20094.712890625,1,,
319,19324.78125,1,,
321,20360.31640625,1,,
323,20317.33984375,1,,
325,17280.30078125,1,,
327,18761.05859375,1,,
329,19431.634765625,1,,
331,19255.623046875,1,,
333,21118.92578125,1,,
335,19962.150390625,1,,
337,21921.89453125,1,,
339,20034.3046875,1,,
341,21629.2734375,1,,
343,18475.55859375,1,,
345,20529.390625,1,,
347,19736.3828125,1,,
349,18691.3671875,1,,
351,20755.552734375,1,,
353,22046.482421875,1,,
355,19752.28515625,1,,
357,18433.859375,1,,
359,19891.748046875,1,,
361,17919.912109375,1,,
363,18013.119140625,1,,
365,20765.44921875,1,,
367,20515.626953125,1,,
369,21098.171875,1,,
371,19631.14453125,1,,
373,20115.697265625,1,,
375,19921.48828125,1,,
377,20669.31640625,1,,
379,21782.703125,1,,
381,16618.3125,1,,
383,23187.31640625,1,,
385,17695.97265625,1,,
387,22261.7578125,1,,
387,,1,19487.703125,
389,21001.806640625,2,,
391,19484.783203125,2,,
393,22702.12109375,2,,
395,17837.126953125,2,,
397,18688.6328125,2,,
399,19305.6640625,2,,
401,21356.046875,2,,
403,19057.8984375,2,,
405,21514.392578125,2,,
407,20353.1015625,2,,
409,18255.87890625,2,,
411,19346.9296875,2,,
413,19636.7578125,2,,
415,21226.90625,2,,
417,19669.33203125,2,,
419,17627.98046875,2,,
421,16947.4921875,2,,
423,19325.158203125,2,,
425,19608.49609375,2,,
427,19760.12890625,2,,
429,20511.07421875,2,,
431,21005.48046875,2,,
433,17630.328125,2,,
435,18706.30078125,2,,
437,19328.62890625,2,,
439,18884.8515625,2,,
441,21358.26171875,2,,
443,16914.716796875,2,,
445,18570.607421875,2,,
447,17535.5546875,2,,
449,18322.693359375,2,,
451,20468.63671875,2,,
453,19161.724609375,2,,
455,18538.51953125,2,,
457,18911.1640625,2,,
459,19215.64453125,2,,
461,18418.037109375,2,,
463,18365.56640625,2,,
465,20217.490234375,2,,
467,17855.974609375,2,,
469,19752.45703125,2,,
471,19716.85546875,2,,
473,20225.640625,2,,
475,20203.05859375,2,,
477,19420.1328125,2,,
479,19351.9609375,2,,
481,19830.65234375,2,,
483,19045.93359375,2,,
485,20492.90234375,2,,
487,17702.828125,2,,
489,17904.26953125,2,,
491,19769.94140625,2,,
493,16620.904296875,2,,
495,17405.544921875,2,,
497,20531.48828125,2,,
499,17115.34765625,2,,
501,17909.337890625,2,,
503,15884.2705078125,2,,
505,18771.318359375,2,,
507,20993.30078125,2,,
509,20240.197265625,2,,
511,21403.990234375,2,,
513,18265.328125,2,,
515,20672.4453125,2,,
517,18921.931640625,2,,
519,18855.443359375,2,,
521,20114.26953125,2,,
523,17487.69921875,2,,
525,18390.69140625,2,,
527,18880.80859375,2,,
529,17760.271484375,2,,
531,18379.375,2,,
533,18130.658203125,2,,
535,20235.35546875,2,,
537,18060.205078125,2,,
539,19910.79296875,2,,
541,18548.85546875,2,,
543,20763.392578125,2,,
545,18344.9921875,2,,
547,19458.78125,2,,
549,19708.83203125,2,,
551,18844.734375,2,,
553,18554.791015625,2,,
555,19476.70703125,2,,
557,18459.521484375,2,,
559,17054.7265625,2,,
561,16870.689453125,2,,
563,17826.349609375,2,,
565,22133.15625,2,,
567,20021.01953125,2,,
569,16924.71484375,2,,
571,19686.03515625,2,,
573,19078.80859375,2,,
575,18975.986328125,2,,
577,17272.30859375,2,,
579,19965.85546875,2,,
581,22005.09375,2,,
581,,2,18879.791015625,
583,20555.693359375,3,,
585,18705.890625,3,,
587,21098.62890625,3,,
589,20244.8828125,3,,
591,21144.30859375,3,,
593,20512.93359375,3,,
595,19172.64453125,3,,
597,21595.984375,3,,
599,19350.0546875,3,,
601,18927.234375,3,,
603,17837.33203125,3,,
605,22228.40625,3,,
607,20812.453125,3,,
609,21935.48828125,3,,
611,18498.80078125,3,,
613,19064.85546875,3,,
615,17464.38671875,3,,
617,20422.54296875,3,,
619,18679.36328125,3,,
621,17399.1875,3,,
623,16651.76171875,3,,
625,21148.384765625,3,,
627,19076.31640625,3,,
629,18628.681640625,3,,
631,18859.671875,3,,
633,19714.955078125,3,,
635,17592.6484375,3,,
637,19940.27734375,3,,
639,18341.51953125,3,,
641,17316.859375,3,,
643,18224.169921875,3,,
645,21398.57421875,3,,
647,18772.0,3,,
649,18985.20703125,3,,
651,18226.318359375,3,,
653,18888.9296875,3,,
655,18492.3515625,3,,
657,19860.546875,3,,
659,19662.8984375,3,,
661,20032.98046875,3,,
663,17382.21875,3,,
665,17747.458984375,3,,
667,17190.42578125,3,,
669,16361.9833984375,3,,
671,18949.373046875,3,,
673,19470.1015625,3,,
675,20696.64453125,3,,
677,19833.1796875,3,,
679,18049.5390625,3,,
681,15967.7734375,3,,
683,19656.21875,3,,
685,21126.57421875,3,,
687,19892.87890625,3,,
689,17435.6484375,3,,
691,17546.708984375,3,,
693,17337.888671875,3,,
695,17786.046875,3,,
697,19662.40625,3,,
699,17527.421875,3,,
701,17189.0234375,3,,
703,19553.349609375,3,,
705,16630.375,3,,
707,17348.939453125,3,,
709,17489.046875,3,,
711,18671.78515625,3,,
713,19849.697265625,3,,
715,20825.4296875,3,,
717,17538.52734375,3,,
719,21498.65625,3,,
721,16431.193359375,3,,
723,19677.533203125,3,,
725,19103.00390625,3,,
727,18098.6484375,3,,
729,18612.353515625,3,,
731,20141.5703125,3,,
733,17453.0,3,,
735,16594.546875,3,,
737,18806.04296875,3,,
739,17523.572265625,3,,
741,19692.830078125,3,,
743,19412.8984375,3,,
745,20772.29296875,3,,
747,16256.109375,3,,
749,18551.0859375,3,,
751,20144.75,3,,
753,22820.5625,3,,
755,20411.97265625,3,,
757,21227.130859375,3,,
759,17808.6015625,3,,
761,18551.94921875,3,,
763,19224.4609375,3,,
765,17233.509765625,3,,
767,19364.865234375,3,,
769,17008.7890625,3,,
771,20132.2109375,3,,
773,18800.3359375,3,,
775,13700.8515625,3,,
775,,3,19360.34765625,
777,18462.43359375,4,,
779,19429.8203125,4,,
781,19782.23046875,4,,
783,19918.78515625,4,,
785,20017.04296875,4,,
787,18317.1875,4,,
789,17829.546875,4,,
791,21490.69921875,4,,
793,18238.55078125,4,,
795,18233.47265625,4,,
797,20187.703125,4,,
799,22997.2890625,4,,
801,18037.703125,4,,
803,17907.3515625,4,,
805,18978.40234375,4,,
807,18299.494140625,4,,
809,18511.0859375,4,,
811,18199.49609375,4,,
813,21098.66015625,4,,
815,19598.515625,4,,
817,19274.53125,4,,
819,16373.69921875,4,,
821,16067.3056640625,4,,
823,17365.87890625,4,,
825,18731.548828125,4,,
827,20754.1953125,4,,
829,19336.90234375,4,,
831,18706.39453125,4,,
833,18290.609375,4,,
835,19766.05078125,4,,
837,16372.875,4,,
839,21189.36328125,4,,
841,18353.904296875,4,,
843,16981.26171875,4,,
845,18426.9140625,4,,
847,18826.029296875,4,,
849,19250.30078125,4,,
851,18744.13671875,4,,
853,21789.248046875,4,,
855,21116.341796875,4,,
857,19051.90234375,4,,
859,15337.388671875,4,,
861,16036.185546875,4,,
863,20503.837890625,4,,
865,18068.59375,4,,
867,17774.3203125,4,,
869,18192.4765625,4,,
871,19516.953125,4,,
873,18064.94140625,4,,
875,19238.8125,4,,
877,17595.828125,4,,
879,19723.3984375,4,,
881,17043.296875,4,,
883,20474.994140625,4,,
885,20805.125,4,,
887,19341.24609375,4,,
889,17245.00390625,4,,
891,18469.9375,4,,
893,18690.26953125,4,,
895,15795.19921875,4,,
897,18040.6171875,4,,
899,16377.2578125,4,,
901,21987.0625,4,,
903,17733.859375,4,,
905,15553.20703125,4,,
907,20026.12890625,4,,
909,16252.7119140625,4,,
911,17661.70703125,4,,
913,22432.5859375,4,,
915,17574.97265625,4,,
917,18647.76953125,4,,
919,18227.95703125,4,,
921,20566.3203125,4,,
923,19178.74609375,4,,
925,18749.55078125,4,,
927,20964.484375,4,,
929,16264.9619140625,4,,
931,18424.6328125,4,,
933,19738.8359375,4,,
935,17348.369140625,4,,
937,17838.69921875,4,,
939,18102.1640625,4,,
941,19562.04296875,4,,
943,17730.97265625,4,,
945,19286.078125,4,,
947,20320.90625,4,,
949,16941.462890625,4,,
951,19044.927734375,4,,
