camera,ImagePath,badImage,motion,grayscale
NEN1,2017_NEN1_05280342,False,False,False
NEN1,2017_NEN1_03010284,False,False,False
NEN1,2017_NEN1_06260676,False,False,False
NEN1,2017_NEN1_02120688,False,False,True
NEN1,2017_NEN1_07150648,False,False,True
NEN1,2017_NEN1_03180246,False,False,True
NEN1,2017_NEN1_02150963,False,False,False
NEN1,2017_NEN1_02200418,False,False,False
NEN1,2017_NEN1_07080891,False,True,False
NEN1,2017_NEN1_02180213,False,False,False
NEN1,2017_NEN1_05290468,False,False,True
NEN1,2017_NEN1_04200471,False,False,True
NEN1,2017_NEN1_05240962,False,False,False
NEN1,2017_NEN1_05230802,False,False,False
NEN1,2017_NEN1_02280233,False,False,True
NEN1,2017_NEN1_01300349,False,False,True
NEN1,2017_NEN1_06300109,False,False,False
NEN1,2017_NEN1_04260079,False,False,False
NEN1,2017_NEN1_03040625,False,False,True
NEN1,2017_NEN1_02040874,False,False,False
NEN1,2017_NEN1_02250931,False,False,False
NEN1,2017_NEN1_04170171,False,False,True
NEN1,2017_NEN1_01290281,False,False,False
NEN1,2017_NEN1_01280185,False,False,False
NEN1,2017_NEN1_02200407,False,False,False
NEN1,2017_NEN1_03250955,False,False,True
NEN1,2017_NEN1_07090992,False,False,False
NEN1,2017_NEN1_06020023,False,True,False
NEN1,2017_NEN1_05090368,False,False,False
NEN1,2017_NEN1_04190370,False,False,True
NEN1,2017_NEN1_04060123,False,False,False
NEN1,2017_NEN1_03140621,False,False,True
NEN1,2017_NEN1_05240896,False,False,False
NEN1,2017_NEN1_05140850,False,False,True
NEN1,2017_NEN1_03070909,False,False,False
NEN1,2017_NEN1_04190426,False,False,False
NEN1,2017_NEN1_03040595,False,False,False
NEN1,2017_NEN1_06160580,False,False,False
NEN1,2017_NEN1_03130476,False,False,False
NEN1,2017_NEN1_04200521,False,False,False
NEN1,2017_NEN1_07100107,False,False,False
NEN1,2017_NEN1_06280856,False,False,True
NEN1,2017_NEN1_07110210,False,True,False
NEN1,2017_NEN1_06170683,False,False,False
NEN1,2017_NEN1_05170168,False,False,True
NEN1,2017_NEN1_06030147,False,False,False
NEN1,2017_NEN1_04060148,False,False,True
NEN1,2017_NEN1_05150955,False,False,True
NEN1,2017_NEN1_06050340,False,False,False
NEN1,2017_NEN1_01300364,False,False,True
NEN1,2017_NEN1_07090050,False,False,True
NEN1,2017_NEN1_02200470,False,False,True
NEN1,2017_NEN1_07160677,False,False,True
NEN1,2017_NEN1_05210608,False,False,False
NEN1,2017_NEN1_05200472,False,False,False
NEN1,2017_NEN1_03090050,False,False,True
NEN1,2017_NEN1_03020363,False,False,True
NEN1,2017_NEN1_01280215,False,False,False
NEN1,2017_NEN1_02140855,False,False,False
NEN1,2017_NEN1_01310510,False,False,True
NEN1,2017_NEN1_06230329,False,False,False
NEN1,2017_NEN1_02190278,False,False,True
NEN1,2017_NEN1_07040437,False,False,True
NEN1,2017_NEN1_05060071,False,False,False
NEN1,2017_NEN1_04300451,False,False,True
NEN1,2017_NEN1_02210549,False,False,True
NEN1,2017_NEN1_05030833,False,False,True
NEN1,2017_NEN1_02120614,False,False,True
NEN1,2017_NEN1_06010965,False,False,True
NEN1,2017_NEN1_07070817,False,False,False
NEN1,2017_NEN1_07160714,False,False,False
NEN1,2017_NEN1_05310772,False,False,True
NEN1,2017_NEN1_05310794,False,False,False
NEN1,2017_NEN1_04250988,False,False,False
NEN1,2017_NEN1_04080298,False,False,False
NEN1,2017_NEN1_04140953,False,False,True
NEN1,2017_NEN1_03150680,False,False,False
NEN1,2017_NEN1_02200382,False,False,True
NEN1,2017_NEN1_07100142,False,False,True
NEN1,2017_NEN1_03030531,False,False,True
NEN1,2017_NEN1_05090353,False,False,True
NEN1,2017_NEN1_07080844,False,False,True
NEN1,2017_NEN1_05020658,False,False,False
NEN1,2017_NEN1_03210503,False,False,False
NEN1,2017_NEN1_05300731,False,False,False
NEN1,2017_NEN1_03130498,False,False,False
NEN1,2017_NEN1_02070137,False,False,True
NEN1,2017_NEN1_02100420,False,False,True
NEN1,2017_NEN1_02130700,False,False,True
NEN1,2017_NEN1_02030821,False,False,True
NEN1,2017_NEN1_05090339,False,False,True
NEN1,2017_NEN1_04020725,False,False,False
NEN1,2017_NEN1_02010596,False,False,False
NEN1,2017_NEN1_04130818,False,True,False
NEN1,2017_NEN1_05160128,False,False,False
NEN1,2017_NEN1_07170826,False,False,False
NEN1,2017_NEN1_07110213,False,False,False
NEN1,2017_NEN1_06240517,False,False,True
NEN1,2017_NEN1_05060065,False,False,False
NEN1,2017_NEN1_02160042,False,False,False
NEN1,2017_NEN1_07090998,False,False,False
NEN1,2017_NEN1_05300648,False,False,False
NEN1,2017_NEN1_05170198,False,False,False
NEN1,2017_NEN1_05010629,False,False,True
NEN1,2017_NEN1_07160706,False,True,False
NEN1,2017_NEN1_03050691,False,False,False
NEN1,2017_NEN1_04300498,False,False,False
NEN1,2017_NEN1_03180178,False,False,True
NEN1,2017_NEN1_02260967,False,False,True
NEN1,2017_NEN1_03030542,False,False,True
NEN1,2017_NEN1_03050697,False,False,False
NEN1,2017_NEN1_04060059,False,False,True
NEN1,2017_NEN1_02260996,False,False,False
NEN1,2017_NEN1_03130459,False,False,False
NEN1,2017_NEN1_04070225,False,False,False
NEN1,2017_NEN1_05120729,False,False,False
NEN1,2017_NEN1_03190312,False,False,False
NEN1,2017_NEN1_06050342,False,False,False
NEN1,2017_NEN1_04230831,False,True,False
NEN1,2017_NEN1_07010142,False,False,True
NEN1,2017_NEN1_03310465,False,False,True
NEN1,2017_NEN1_06080651,False,False,False
NEN1,2017_NEN1_02280209,False,False,False
NEN1,2017_NEN1_02130754,False,False,False
