camera,ImagePath,badImage,motion,grayscale
GBU4,2017_GBU4_03230718,False,True,False
GBU4,2017_GBU4_03270171,False,False,False
GBU4,2017_GBU4_05280018,False,True,False
GBU4,2017_GBU4_04050190,False,False,True
GBU4,2017_GBU4_02270859,False,False,True
GBU4,2017_GBU4_03130734,True,True,True
GBU4,2017_GBU4_02250674,False,False,False
GBU4,2017_GBU4_03060962,False,False,True
GBU4,2017_GBU4_05270565,False,False,False
GBU4,2017_GBU4_05300623,False,True,True
GBU4,2017_GBU4_05260476,False,True,False
GBU4,2017_GBU4_02250682,False,False,False
GBU4,2017_GBU4_02070841,False,False,True
GBU4,2017_GBU4_02020274,False,False,False
GBU4,2017_GBU4_06010163,False,True,False
GBU4,2017_GBU4_05310790,False,True,False
GBU4,2017_GBU4_07020186,False,False,False
GBU4,2017_GBU4_05180284,False,True,False
GBU4,2017_GBU4_07020209,False,False,False
GBU4,2017_GBU4_05160761,False,False,False
GBU4,2017_GBU4_07040410,False,False,False
GBU4,2017_GBU4_03190288,False,False,False
GBU4,2017_GBU4_04060286,False,False,False
GBU4,2017_GBU4_07110196,False,False,False
GBU4,2017_GBU4_05300380,False,False,True
GBU4,2017_GBU4_06030658,False,True,False
GBU4,2017_GBU4_05230547,False,True,True
GBU4,2017_GBU4_02030498,False,False,True
GBU4,2017_GBU4_02020228,False,True,False
GBU4,2017_GBU4_07120317,False,True,False
GBU4,2017_GBU4_06030576,False,True,False
GBU4,2017_GBU4_07150685,False,False,True
GBU4,2017_GBU4_06010999,False,False,False
GBU4,2017_GBU4_03170144,False,False,True
GBU4,2017_GBU4_03100402,False,False,False
GBU4,2017_GBU4_02070824,True,True,True
GBU4,2017_GBU4_05120110,False,False,False
GBU4,2017_GBU4_05240856,False,True,True
GBU4,2017_GBU4_04130997,False,False,True
GBU4,2017_GBU4_03310678,False,True,True
GBU4,2017_GBU4_03160046,False,False,True
GBU4,2017_GBU4_03160981,False,False,True
GBU4,2017_GBU4_04120897,False,False,True
GBU4,2017_GBU4_07120289,False,True,False
GBU4,2017_GBU4_05270664,False,False,False
GBU4,2017_GBU4_04140056,False,False,False
GBU4,2017_GBU4_03200441,False,True,True
GBU4,2017_GBU4_03060971,False,False,True
GBU4,2017_GBU4_04140047,False,False,False
GBU4,2017_GBU4_02110241,False,False,True
GBU4,2017_GBU4_02270868,False,False,True
GBU4,2017_GBU4_05090722,False,False,False
GBU4,2017_GBU4_07140659,False,False,True
GBU4,2017_GBU4_04200611,False,False,True
GBU4,2017_GBU4_02280082,False,False,True
GBU4,2017_GBU4_05190667,False,False,False
GBU4,2017_GBU4_05280902,False,True,False
GBU4,2017_GBU4_04070395,False,False,True
GBU4,2017_GBU4_07100096,False,False,True
GBU4,2017_GBU4_02150722,False,False,False
GBU4,2017_GBU4_02140612,False,False,False
GBU4,2017_GBU4_02150682,False,False,True
GBU4,2017_GBU4_03280323,False,False,True
