camera,ImagePath,badImage,motion,grayscale
SGN1,2017_SGN1_06150939,False,False,False
SGN1,2017_SGN1_02250313,False,False,True
SGN1,2017_SGN1_03270236,False,False,False
SGN1,2017_SGN1_05220825,False,False,False
SGN1,2017_SGN1_02020783,False,False,False
SGN1,2017_SGN1_04180563,False,False,False
SGN1,2017_SGN1_02260369,False,False,False
SGN1,2017_SGN1_06160028,False,False,False
SGN1,2017_SGN1_03280265,False,False,True
SGN1,2017_SGN1_06150974,False,False,False
SGN1,2017_SGN1_03170084,False,False,True
SGN1,2017_SGN1_03020810,False,False,False
SGN1,2017_SGN1_05310332,False,False,False
SGN1,2017_SGN1_02200680,False,False,True
SGN1,2017_SGN1_03150187,False,False,False
SGN1,2017_SGN1_03250983,False,False,False
SGN1,2017_SGN1_01300450,False,False,True
SGN1,2017_SGN1_05200491,False,False,False
SGN1,2017_SGN1_05030083,False,False,False
SGN1,2017_SGN1_05200469,False,False,False
SGN1,2017_SGN1_07020663,False,False,True
SGN1,2017_SGN1_03250954,False,False,False
SGN1,2017_SGN1_05290108,False,False,False
SGN1,2017_SGN1_03190346,False,False,True
SGN1,2017_SGN1_02060171,False,False,True
SGN1,2017_SGN1_06290355,False,False,True
SGN1,2017_SGN1_03290495,False,False,True
SGN1,2017_SGN1_06270149,False,True,False
SGN1,2017_SGN1_04210824,False,False,True
SGN1,2017_SGN1_04190671,False,False,False
SGN1,2017_SGN1_05290057,False,True,False
SGN1,2017_SGN1_05290142,False,True,True
SGN1,2017_SGN1_04180601,False,False,True
SGN1,2017_SGN1_05110949,False,True,False
SGN1,2017_SGN1_04190634,False,False,True
SGN1,2017_SGN1_02160324,False,False,True
SGN1,2017_SGN1_05260631,False,True,False
SGN1,2017_SGN1_06250938,False,False,False
SGN1,2017_SGN1_05220738,False,False,True
SGN1,2017_SGN1_03150248,False,False,True
SGN1,2017_SGN1_03260109,False,True,False
SGN1,2017_SGN1_05150566,False,True,False
SGN1,2017_SGN1_04240217,False,False,False
SGN1,2017_SGN1_03120840,False,False,True
SGN1,2017_SGN1_05310410,False,True,True
SGN1,2017_SGN1_03310720,False,False,True
SGN1,2017_SGN1_03310656,False,True,False
SGN1,2017_SGN1_01270213,False,False,False
SGN1,2017_SGN1_06170104,False,False,True
SGN1,2017_SGN1_02200741,False,True,False
SGN1,2017_SGN1_01310547,False,False,True
SGN1,2017_SGN1_01300493,False,False,False
SGN1,2017_SGN1_03100717,False,False,True
SGN1,2017_SGN1_06080244,False,False,False
SGN1,2017_SGN1_03090565,False,False,False
SGN1,2017_SGN1_02250266,False,False,False
SGN1,2017_SGN1_04050240,False,False,False
SGN1,2017_SGN1_04250314,False,False,False
SGN1,2017_SGN1_05080578,False,False,True
SGN1,2017_SGN1_02060195,False,False,True
SGN1,2017_SGN1_03280280,False,False,True
SGN1,2017_SGN1_06060982,False,False,True
SGN1,2017_SGN1_02160222,False,False,True
SGN1,2017_SGN1_04250318,False,False,False
SGN1,2017_SGN1_05220924,False,True,False
SGN1,2017_SGN1_04020872,False,False,True
SGN1,2017_SGN1_02260402,False,True,False
SGN1,2017_SGN1_01300500,False,False,False
SGN1,2017_SGN1_02130963,False,False,True
SGN1,2017_SGN1_05220925,False,False,False
SGN1,2017_SGN1_06070123,False,False,False
SGN1,2017_SGN1_03070373,False,False,False
SGN1,2017_SGN1_04300772,False,False,False
SGN1,2017_SGN1_03260053,False,False,True
SGN1,2017_SGN1_02220963,False,True,False
SGN1,2017_SGN1_05130321,False,True,False
SGN1,2017_SGN1_06270139,False,False,False
SGN1,2017_SGN1_01260061,False,False,True
SGN1,2017_SGN1_02100615,False,False,False
