camera,ImagePath,badImage,motion,grayscale
PSU2,2017_PSU2_02020198,False,False,False
PSU2,2017_PSU2_02180770,False,False,True
PSU2,2017_PSU2_06170105,False,False,False
PSU2,2017_PSU2_07030271,False,False,False
PSU2,2017_PSU2_05300283,False,False,True
PSU2,2017_PSU2_04210460,False,False,True
PSU2,2017_PSU2_05150870,False,False,True
PSU2,2017_PSU2_03200397,False,False,False
PSU2,2017_PSU2_03180183,False,False,False
PSU2,2017_PSU2_05070044,False,False,False
PSU2,2017_PSU2_05090235,False,False,False
PSU2,2017_PSU2_03020880,False,False,True
PSU2,2017_PSU2_02100939,False,False,True
PSU2,2017_PSU2_06080185,False,False,False
PSU2,2017_PSU2_06170068,False,False,False
PSU2,2017_PSU2_07080709,False,False,False
PSU2,2017_PSU2_07170569,False,False,True
PSU2,2017_PSU2_02150441,False,False,False
PSU2,2017_PSU2_04300414,False,False,True
PSU2,2017_PSU2_07060566,False,False,False
PSU2,2017_PSU2_02120127,False,False,True
PSU2,2017_PSU2_06200359,False,False,False
PSU2,2017_PSU2_02110050,False,False,True
PSU2,2017_PSU2_07140333,False,False,False
PSU2,2017_PSU2_02060556,False,False,True
PSU2,2017_PSU2_06220600,False,False,True
PSU2,2017_PSU2_07100881,False,False,True
PSU2,2017_PSU2_03040139,False,False,True
PSU2,2017_PSU2_05080135,False,False,False
PSU2,2017_PSU2_05220494,False,False,False
PSU2,2017_PSU2_05260918,False,False,False
PSU2,2017_PSU2_03060247,False,False,True
PSU2,2017_PSU2_06040783,False,False,True
PSU2,2017_PSU2_02130273,False,False,False
PSU2,2017_PSU2_05020519,False,False,True
PSU2,2017_PSU2_04140783,False,False,False
PSU2,2017_PSU2_02110104,False,False,True
PSU2,2017_PSU2_07090842,False,False,False
PSU2,2017_PSU2_05050838,False,False,False
PSU2,2017_PSU2_06190254,False,False,False
PSU2,2017_PSU2_02060616,False,False,True
PSU2,2017_PSU2_02230179,False,False,True
PSU2,2017_PSU2_04200433,False,False,True
PSU2,2017_PSU2_04050925,False,False,False
PSU2,2017_PSU2_03110775,False,False,False
PSU2,2017_PSU2_04180200,False,False,False
PSU2,2017_PSU2_04090328,False,False,False
PSU2,2017_PSU2_07160515,False,False,False
PSU2,2017_PSU2_05220486,False,False,False
PSU2,2017_PSU2_04090313,False,False,False
PSU2,2017_PSU2_04050907,False,False,True
PSU2,2017_PSU2_03020872,False,False,True
